country,unit,variable,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
AFG,tCO2eq per capita,Oil and gas fugitive GHG emissions from energy systems per capita,0.007334159560580419,0.005870282712188721,0.004291937899117968,0.003916879213184346,0.003944614932876779,0.004417165260650135,0.0037817560401070503,0.0041604732259598355,0.004087524983965064,0.003821891538896233,0.005059633244043594,0.005583964594433432,0.005165015722347067,0.004609416911747753,0.004676025645051884,0.004961862450147984,0.006703808659338031,0.005079347503648531,0.0050856313563769975,0.005174224702607716,
AGO,tCO2eq per capita,Oil and gas fugitive GHG emissions from energy systems per capita,3.138806781894787,2.8529307962886037,2.6677251909852253,2.493220049888869,2.462056304309095,2.3647945502028342,2.0121323956614185,1.8094980445206397,1.810539905352394,1.6762389030959246,1.875299517940532,1.6927646781714452,1.6053562430985435,1.5520957975284697,1.4861447900997458,1.5605003066232779,1.4834100931396956,1.3523713357406364,1.2454343387703395,1.2178560694747909,0.1443604996770549
ALB,tCO2eq per capita,Oil and gas fugitive GHG emissions from energy systems per capita,0.061846710048180216,0.06132202349344302,0.06401300457881161,0.06559116404835348,0.0699319784442303,0.06987343993183434,0.07222573222743034,0.07508159922990339,0.0746289245054989,0.07533822468786709,0.07971580005774075,0.0655187328561422,0.07020679137126211,0.07802708974360745,0.0913132348298988,0.09652501146421551,0.09950795893468277,0.08364612618180818,0.07795884712961594,0.06892045553363457,0.0019354163607718379
ARE,tCO2eq per capita,Oil and gas fugitive GHG emissions from energy systems per capita,10.986098628395627,10.482059044024899,9.387488007970635,9.323804895619018,8.336086580148294,7.6985688879047265,6.932388382867574,5.873728739540588,5.037691811507915,4.352024239621047,4.211809460072389,4.294576777248747,4.363872146860976,4.498204537379587,4.437618399549737,4.781489919567272,4.816784716335638,4.728246629197257,4.796791228418831,4.742281622299557,0.2289072753377012
ARG,tCO2eq per capita,Oil and gas fugitive GHG emissions from energy systems per capita,0.6831041524028937,0.6867674001822744,0.6778443680272433,0.703998885366799,0.7109957850949171,0.6905505903850273,0.6836558712987538,0.6593148691562001,0.6530183031459531,0.639490375736492,0.615382594186644,0.6053805642985749,0.6078752171139424,0.5829720582229648,0.5807125117472667,0.5809784019583063,0.5933916249571465,0.5809765670239793,0.585567321104077,0.6157597676586725,0.048788517418045
ARM,tCO2eq per capita,Oil and gas fugitive GHG emissions from energy systems per capita,0.12052058999927354,0.11572293153080979,0.11864985171273601,0.12498347729476215,0.13093218556244096,0.14320464427480714,0.14612952049166056,0.14923385452914892,0.15235938640432106,0.15523191613569365,0.15765927569948918,0.15954106202738294,0.1609526057653336,0.16033911467207435,0.15966474608768086,0.15910177278940535,0.1583784458680032,0.15796175403399018,0.15765329441167095,0.1573979426438131,
AUS,tCO2eq per capita,Oil and gas fugitive GHG emissions from energy systems per capita,0.6069052305121913,0.609087754082316,0.5779243845222223,0.5437299797943242,0.4989838543478044,0.47354244483888047,0.4589897274602737,0.44670468748199504,0.43414528358714677,0.43823040338009467,0.4306849779976625,0.450407404665277,0.47589609459006804,0.4917969853938466,0.5430672070669201,0.5182439847673801,0.505153223068486,0.5028320192050519,0.530239301311372,0.6238511622662768,0.07666364043934155
AUT,tCO2eq per capita,Oil and gas fugitive GHG emissions from energy systems per capita,0.1856358027881191,0.19044040859988562,0.19925222999825415,0.20742073033260303,0.21155423505188348,0.21281854265566288,0.21996475744925917,0.2247896263353797,0.2290769835135413,0.23691859142933816,0.24068299582323177,0.24047728805908447,0.24825342885893945,0.24968513352224445,0.25714114623823303,0.2588222190776284,0.24632513642500778,0.24577360908687695,0.24600403222841732,0.24620790851719382,0.01077877079542763
AZE,tCO2eq per capita,Oil and gas fugitive GHG emissions from energy systems per capita,0.552368799791268,0.5513831303629549,0.4981504957813006,0.5059485460463196,0.49664003719978334,0.612261477385797,0.6846744362399891,1.1574617302739678,1.484542361412237,1.2226454249649865,1.2112034526677393,1.1688723746282874,1.2114895430014294,1.2424988167425435,1.2283624844639462,1.184175728684477,1.1485038274973938,1.0895757371626418,1.0858703052615597,1.2573631331038837,0.03143853908023098
BEL,tCO2eq per capita,Oil and gas fugitive GHG emissions from energy systems per capita,0.4698266099256188,0.48319763565503376,0.5046133039640328,0.5969856390622595,0.667693241054215,0.6679006611273225,0.6706627221117111,0.6728703390835427,0.6731069765535357,0.6742555495566941,0.7231760037505095,0.7562895891056781,0.6761055255402662,0.679945467801291,0.6841305669156647,0.6861236919244618,0.6747365670433949,0.6747226528194158,0.6748036976984618,0.6780798907300735,2.5267750387400954e-06
BEN,tCO2eq per capita,Oil and gas fugitive GHG emissions from energy systems per capita,,1.8305154585565532e-06,8.925213148011075e-07,,,2.438588849246632e-06,1.5765156002396524e-06,1.15114390777299e-06,1.1190956793299692e-06,1.4482365169234608e-06,1.408164183747943e-06,,,,,,,,,,
BGD,tCO2eq per capita,Oil and gas fugitive GHG emissions from energy systems per capita,0.02881182319190024,0.03154611813389585,0.032763050153573704,0.03464856555079939,0.03665939039844597,0.03853622839719969,0.042873624225359376,0.04496385333500546,0.04732750708427235,0.05054659287340441,0.05392731188530546,0.05372531378620349,0.0556941651347767,0.05904879522160481,0.059846931657560734,0.06416998568511999,0.06881855851419932,0.06795939204744308,0.07030626029667614,0.07522894769201359,0.0002230645594804372
