category,country,unit,variable,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Non-residential [Buildings],BEL,MtCO2eq,GHG emissions from non-residential buildings,9.370846334,10.325612,10.352611177999998,10.478121537999998,10.63126671,11.017419931,12.200785243,11.351112701999998,11.692511416999999,10.973206696,10.196073475999999,10.311416319,10.768285434,11.443817711,11.595326120000001,11.804374283,12.032105605999998,10.974285724,12.826493894999999,12.257076602,13.093664399,11.036618791,11.106820455,11.757063451,9.878222546,11.11644764,10.890875358999999,10.789588075,10.914491603,11.076469553999999,6.283155895999999
Non-residential [Buildings],BEN,MtCO2eq,GHG emissions from non-residential buildings,0.054546215491,0.055819391275,0.057098755016,0.058569326363999995,0.059829840234999994,0.061038789213999994,0.07284707489999999,0.08373658877,0.08981137480999998,0.08532858583,0.09057073198000001,0.10196936636,0.10037233551,0.10428776472,0.10651314071,0.11279051039,0.13478162361,0.14864745681,0.16427067622999997,0.14601288261,0.12962602582,0.13670013496,0.12660353396,0.15266765644,0.22834153631999998,0.20524253367,0.19852273888000002,0.20912412307,0.18918209754999998,0.25254895039999997,0.006044079999999999
Non-residential [Buildings],BFA,MtCO2eq,GHG emissions from non-residential buildings,0.00112849638,0.00105401088,0.00110251443,0.00112820313,0.0011226079199999999,0.00119847756,0.00118013184,0.02366638877,0.02427632612,0.01619351678,0.02314503623,0.02703291594,0.023763800829999997,0.02434203827,0.02898896697,0.035980759349999995,0.037694091549999996,0.04213663915,0.04533759231,0.04639768767,0.04744220486,0.051492084589999994,0.058083535779999994,0.058680597359999996,0.05830863938,0.062191688339999995,0.07125744314,0.07719930241,0.07872867188999999,0.08271291479,0.02804002
Non-residential [Buildings],BGD,MtCO2eq,GHG emissions from non-residential buildings,0.6574643025,0.6797933206,0.7570945217,0.7170311521,0.7238477687999999,0.7481381574999999,0.7483006399,0.8527949642,0.9341984677999999,1.0236218632999998,0.9419646595000001,1.1023905658,1.176646236,1.1968484202,1.2507964723999998,1.322605224,1.4696281325,1.5038198644999998,1.5415975524999999,1.8023053855,2.5407116464999997,2.188759123,2.366321327,2.5005284459999997,2.6904155455,2.952263591,2.9689708784999995,3.0356190845,3.1664298795999994,4.2332724662,0.538882
Non-residential [Buildings],BGR,MtCO2eq,GHG emissions from non-residential buildings,7.092874952999999,4.4702485334999995,3.3162126164999997,4.808244907000001,5.1383843229999995,4.364020163499999,4.662648293,4.343332133,4.455552548,4.4408943045,4.759535638999999,5.721019581499999,5.5020443509999994,6.099591491999999,5.747202055500001,6.015109076,6.61320641,7.149307168499999,7.265618111499999,6.943446948499999,8.042464415,9.443060787,7.8059291715,6.636721762,6.864733734999999,7.4530269495,6.883785636,6.9465441194999995,6.2810268890000005,5.8889664822,0.3223890532
Non-residential [Buildings],BHR,MtCO2eq,GHG emissions from non-residential buildings,0.7394917979,0.5873118586,0.7285241719,0.767645326,0.8919803094,0.9548435404,1.0180297029999998,1.009564076,1.153575117,1.261360424,1.338521659,1.466518438,1.46954928,1.75914139,1.69553567,1.7208316,2.1728043309999996,2.4621926299999997,2.67642093,3.0412213739999996,3.837687783,3.6590234959999997,3.68043747,3.911471879,4.311943598,4.5377916229999995,4.339269041,3.948181299,4.193518963,4.720087576999999,
Non-residential [Buildings],BHS,MtCO2eq,GHG emissions from non-residential buildings,,,,,,,,,,,,,,,,,,,0.0006851782974999999,0.0005451435282999999,0.009862942123,0.055410704729999996,0.1090539544,0.2068430704,0.11445142729999999,0.09261320681,0.08598548542,0.08495311481,0.08249909199,0.08052364879999999,0.06920913937999999
Non-residential [Buildings],BIH,MtCO2eq,GHG emissions from non-residential buildings,1.113740692,1.591845259,1.1097984979999997,0.800673091,0.09210122161999999,0.10609372669999999,0.2822855223,0.8734880463,1.180588585,1.2743744609999998,1.520771978,1.4106783754999999,1.45753917,1.5925841219999999,1.5922564155,1.707223121,1.9098525349999997,1.999185987,0.313649087,,,,,,2.656486816,2.5622346135,3.3821964989999995,3.0974048119999997,3.1489414829999998,3.2362679317999996,0.34754759999999996
Non-residential [Buildings],BLR,MtCO2eq,GHG emissions from non-residential buildings,15.291373637,13.895271004,14.090549699999999,13.810695208,11.040315559,9.76614474,10.601280111000001,8.565875041999998,7.439803962,8.446237666999998,7.555100273,7.0774572738,6.644268536299999,7.0368015643,7.3939956308,7.4144056835,7.451957010999999,6.942617996999999,6.872078169500001,7.5488332695,7.642227435000001,6.811728903999999,7.054696389999999,7.0742169944999995,7.1827010925,6.753107773,6.732918645499999,6.673685364,7.1975592174,6.901628334100001,0.377536687
Non-residential [Buildings],BLZ,MtCO2eq,GHG emissions from non-residential buildings,,,,,,,,,,,,,,,,,,,7.482761646e-05,8.776890323000001e-05,0.0016675938989999999,0.008575232833,0.01597913568,0.03556026841,0.01945808164,0.01911512284,0.01677096178,0.01634519534,0.01587302466,0.017132019649999997,0.014768166999999999
Non-residential [Buildings],BOL,MtCO2eq,GHG emissions from non-residential buildings,0.13609050679999998,0.1300690658,0.17612672289999998,0.1631371423,0.22624865309999997,0.2772563396,0.26293682929999995,0.31825470739999995,0.36927939,0.26846964770000004,0.3043509636,0.2604145713,0.2831652038,0.3549006561,0.34511989509999996,0.40898911329999993,0.4524379213,0.48314811859999995,0.5191057482,0.5805632412999999,0.7004528723,0.8210094201999999,0.8093143351,0.8165054001,0.9576558819,0.9956670493999998,1.2038436654999998,1.166966269,1.1125284465,0.9400031532,0.1081088
Non-residential [Buildings],BRA,MtCO2eq,GHG emissions from non-residential buildings,5.131884597999999,5.228763566,5.584135121,5.400425470999999,6.349182791999999,6.993643767,6.793713369,7.753347987,8.414589482999999,10.934739236999999,11.671685085,12.79572142,11.847426526999998,10.589202347,11.631537094999999,11.772241289,11.634545945,11.340515392,13.317103805999999,10.336736412999999,13.380293875999998,11.520731012999999,16.178478853999998,22.047759833,27.006172018,26.567025063,20.456633661999998,20.216242335,17.758111249000002,18.840358987,1.9612448
Non-residential [Buildings],BRB,MtCO2eq,GHG emissions from non-residential buildings,,,,,,,,,,,,,,,,,,,0.00032102251840000003,0.0003200580747,0.005626700817,0.03603971942,0.057112084529999996,0.1174458353,0.057963075559999994,0.051943527159999996,0.046717199189999996,0.04628608845,0.04494911192,0.043940993799999994,0.037780565999999995
Non-residential [Buildings],BRN,MtCO2eq,GHG emissions from non-residential buildings,0.4733147773,0.505268294,0.5984305698,0.7366192437,0.8829704072999999,0.9958797931,1.124137027,1.357758624,1.4577267520000001,1.3624694739999998,1.361565071,1.370353295,1.5617091529999998,1.480644063,1.7836674709999998,1.844034328,1.9775523289999999,1.8010668629999997,1.2055408899999998,1.291766307,1.3290867439999998,1.29926938,1.314728481,1.2533555109999999,1.3523958799999998,1.174156096,1.211633573,1.258495195,1.46680018,1.434890984,
Non-residential [Buildings],BTN,MtCO2eq,GHG emissions from non-residential buildings,,,,,,,,,,,,,,,,,,,,,,0.001013823881,0.001044019942,0.0008182144704999999,0.0006824680884,0.0007811444646,0.0008037324733,0.0006394081894,0.0006578738161,0.0006782345825999999,0.000660042
Non-residential [Buildings],BWA,MtCO2eq,GHG emissions from non-residential buildings,0.2544312555,0.32437329369999995,0.46633127649999995,0.5402911278999999,0.5337488208999999,0.5495725213,0.46794260239999996,0.4762786598,0.7088977428,0.6373387801999999,0.7127536419,0.4504910506,0.47074591899999996,0.38633590209999996,0.4496415701,0.40989547130000004,0.29632678689999997,0.2559936216,0.24535410389999998,0.22795853,0.17065351069999998,0.26875783449999996,0.16527883759999998,0.5987484307,0.9352184783999999,0.9902347034,0.978883945,1.2426707014999998,1.28627221896,1.23547952571,0.06446771
Non-residential [Buildings],CAF,MtCO2eq,GHG emissions from non-residential buildings,9.722586449999999e-05,9.107582549999999e-05,9.38980635e-05,9.467928149999999e-05,9.2907465e-05,9.89325795e-05,9.755547749999999e-05,0.005769607828999999,0.00583018555,0.004445861428,0.00653923249,0.007128300264999999,0.007249421319,0.007056197625999999,0.0069887366920000004,0.006935328528,0.007052420981,0.00794604855,0.008047382669,0.008246076044,0.008291406391000001,0.008800562376,0.009520501306,0.009024336404,0.009087039550999999,0.009027919094000001,0.0107027289,0.010810713809999999,0.01099068642,0.01083427294,0.0030628519999999996
Non-residential [Buildings],CAN,MtCO2eq,GHG emissions from non-residential buildings,56.330985229999996,56.85072632999999,58.840202129999994,58.10855742,58.28241109,60.80341936999999,60.897504229999996,65.54945162,65.96519131,67.47564370999999,75.60432845,75.03202459,76.42340712000001,79.59251599,76.21715234,72.62569700999998,67.52724817,69.38854165999999,66.50026754999999,62.68905831,62.19303031,64.03594984,60.285507120000005,61.468420089999995,62.63035556999999,62.1524272,62.10358847999999,63.22645893999999,63.94034038,63.29186008999999,38.9572792
Non-residential [Buildings],CHE,MtCO2eq,GHG emissions from non-residential buildings,5.796049502,6.3139485971,6.3633624456,6.1906140814,5.707081002499999,5.7528855605,6.2760078769,6.0416211788,6.3714855224999996,6.473267912499999,5.9288411376,6.170006282499999,5.8129007532,6.116931490800001,5.9915973628,6.250253129099999,5.9296890662,5.3714882437,5.622520335299999,5.5818238618,6.001278538399999,4.9868721166,5.404088726,5.6183983654,4.5522072093,4.8786709658000005,5.1305780257,4.915327924,4.7268965476,4.8100743222,3.475323321
Non-residential [Buildings],CHL,MtCO2eq,GHG emissions from non-residential buildings,0.8898748192,0.8014833383000001,0.7959239483,0.8457988462999999,0.9716837678,1.0039141108,1.1176455198,2.438831918,2.382771759,2.6640007,2.2917594865,2.0002715214999998,2.1750782209999997,2.5855352764999995,3.318042468,3.3018268949999996,3.357197967,4.234124451,4.753295997,4.647615212999999,5.798072565999999,6.990562683,6.8566840209999995,7.500372853,6.381341562999999,7.392345842999999,8.063373657,8.755886461,7.71623573,8.590355977,2.3688924959999995
Non-residential [Buildings],CHN,MtCO2eq,GHG emissions from non-residential buildings,75.5931195,80.59538051,89.25271894,108.82727200999999,110.5229542,116.02864989,170.19155277,145.74145291,158.97928899000001,175.20213193,147.91112675,156.14653884,165.55729917,196.85429263999998,228.48339513999997,239.30549554,262.02372627,280.4560732,287.82531819999997,314.4982878,340.4672258,393.4866361,423.997345,452.5622433,446.2500406,467.2262603,489.597944,513.805705,563.7408525,602.0222911,165.8190858
Non-residential [Buildings],CIV,MtCO2eq,GHG emissions from non-residential buildings,0.32715453359999996,0.33149630090000004,0.34948728379999994,0.39851238809999995,0.46233047439999997,0.4760816838,0.5914230737,0.7230311750999999,0.8322006091999999,0.8361950622000001,0.7753606515,0.8705113338,0.9786209911999999,0.8628092999,0.7528995361,0.9353695501000001,1.1700165985,1.2078098693000001,1.3590759967999997,1.0952822061999998,1.156067703,0.9608983984999998,1.2589388607,1.3349457906,1.750015179,1.7771698159999998,1.730088769,1.894068398,1.6135246937999999,1.6739443437000001,0.333013
Non-residential [Buildings],CMR,MtCO2eq,GHG emissions from non-residential buildings,0.242356821964,0.248864765101,0.255572660065,0.26146864409099996,0.270721300705,0.270720652643,0.27848769747099994,0.28748059618,0.29723855280299993,0.30380895851,0.30938580987799996,0.31910690171199996,0.1377611285,0.14507054103999997,0.14648682381,0.15605608029999998,0.23563332181,0.32297614899999993,0.3518029754,0.405072785,0.42815681189999993,0.38763493669999993,0.3758387485,0.4994711637,0.5982173614,0.5513305864,0.5681135941,0.5884664505999999,0.6148445307,0.6051539946000001,
Non-residential [Buildings],COD,MtCO2eq,GHG emissions from non-residential buildings,,,,,,,,,,,0.00100188747,0.0020034404889999998,0.00100173775,,,,0.001001292319,0.0020034114159999997,0.002002559618,0.002007406848,0.002007683904,0.002006593636,0.001002843997,0.0010026844089999999,0.0009951404563999999,0.00100527063,0.001000523182,0.0009925040974,,,
Non-residential [Buildings],COG,MtCO2eq,GHG emissions from non-residential buildings,,,,,,,,,,,,,,,,,,,,,,0.003794655,0.016272165,0.00361284,0.00361284,0.6684439885,0.7132589230999999,0.7599692028999999,0.8382354587099998,1.11773908391,0.01729855
Non-residential [Buildings],COK,MtCO2eq,GHG emissions from non-residential buildings,,,,,,,,,,,,,,,,,,,,,,0.00023284373179999999,0.0002239174923,0.0001653402997,0.0001552265504,0.00014675612259999998,0.0001517838651,9.661964699e-05,9.941039924999999e-05,0.0001024870619,9.9738e-05
Non-residential [Buildings],COL,MtCO2eq,GHG emissions from non-residential buildings,2.3068459755,2.504934071,2.7729706184999996,2.672949491,2.5498830554999996,2.862083964,2.48237966,3.2199423429999996,3.565694325,2.6595201119999996,3.0966811589999996,2.2257490549999996,2.8227900360000002,2.960905874,2.0736782505,2.2911710684999997,2.4821482919999998,2.5198554164999996,2.283493477,3.3613960099999995,4.064966761,3.1097460640000003,3.758268969,4.055269017,4.346197438,4.6974234495,4.6334043815,3.4935054405,3.5633384332999993,4.440808206,1.013501
Non-residential [Buildings],COM,MtCO2eq,GHG emissions from non-residential buildings,6.8126667e-05,6.463816499999999e-05,6.78222735e-05,6.951256650000001e-05,6.9355971e-05,7.60977885e-05,7.687666049999999e-05,0.0004715502905,0.000490798522,0.000530563388,0.0010974735339999999,0.001181186654,0.001216334852,0.0013247630459999999,0.001392757397,0.001377001616,0.001370796252,0.001329030666,0.001398385231,0.001607553918,0.001729447077,0.0018244675639999999,0.00206385735,0.002055649378,0.001958209358,0.001998042359,0.003000416986,0.003739570604,0.0038692547169999997,0.004079093406,0.002276813
Non-residential [Buildings],CPV,MtCO2eq,GHG emissions from non-residential buildings,4.38238665e-05,4.1588128500000004e-05,4.3776650600000003e-05,4.50220913e-05,4.514935915e-05,4.8914691799999996e-05,4.92211301e-05,0.000333323197,0.000350300335,0.0003800791775,0.001957432603,0.002246309743,0.0024251007199999996,0.002182733388,0.002293248089,0.003226634742,0.00349114527,0.003916326336,0.004264191971999999,0.004390244174,0.004453503038,0.006074449888,0.0060287223,0.0048666203169999995,0.005030566496,0.0046971887989999996,0.008390425608,0.008433116935,0.00883581313,0.009004506128,0.0073826099999999995
Non-residential [Buildings],CRI,MtCO2eq,GHG emissions from non-residential buildings,0.09257097585,0.09299994072,0.1779081443,0.16272118430000002,0.26146723,0.2481437187,0.2180146718,0.14502716647,0.20173239795999998,0.15200304757,0.08085233642999999,0.10290530458,0.19756611314999997,0.30258672956,0.35863293087000003,0.32272834839,0.4615939125,0.6462562113999999,0.7011254255,0.5595755275,0.6125124739,0.7333240419,0.6691793906,0.7681492586,0.7350404688,0.48188312619999996,0.5406390218,0.546399127474,0.19695025034999997,0.2052382014,0.142105483
Non-residential [Buildings],CUB,MtCO2eq,GHG emissions from non-residential buildings,2.520556499,2.278766764,1.7962683089999998,1.992083412,2.2057135939999997,2.4557628380000005,2.568688013,2.5782699549999997,2.6629243039999997,2.655957554,2.859342293,2.5089727099999997,3.493763404,3.9256147830000003,3.9163417779999996,3.270250576,3.103876029,3.1700180849999997,3.5994300549999996,3.2916218145,2.8057380825,2.8317823195000003,2.7892989745,2.8607289624999996,3.0948697925,3.2370153084999997,3.077230057,2.6839130824999997,2.6512030319199997,2.11762553908,0.0200394
Non-residential [Buildings],CYP,MtCO2eq,GHG emissions from non-residential buildings,0.5693786644,0.6073224841,0.6794888911,0.7146007337,0.7828603837999999,0.7856941082,0.8158251796999999,0.9955562497999999,1.0525247379999998,1.227323715,1.197255526,1.31225352,1.360359865,1.564794334,1.5102585889999998,1.5920808009999998,1.7254560959999998,1.800247872,1.8909173799999999,1.9521306744999998,1.925779983,1.8220797474999997,1.7211168195,1.3934641054999997,1.430293631,1.483836738,1.6348994549999998,1.5980503204999998,1.6102782083200002,1.56171701239,0.07490683
Non-residential [Buildings],CZE,MtCO2eq,GHG emissions from non-residential buildings,13.74933996,14.866872294999999,11.713742969,12.210097587,11.861243278999998,14.383410533,14.209575800999998,14.580436438999998,15.589764184,16.273558988999998,18.736106416000002,19.358216803999998,17.945941674,20.07558271,20.071894333,18.223153887,18.107524581,18.933851724,18.710819559,17.691220317000003,19.192517481,18.375774088,17.410872617000003,16.745707127,15.932232359999999,16.227552417,16.849719398,16.423291940000002,16.236427328999998,15.321432953999999,3.128999402
Non-residential [Buildings],DEU,MtCO2eq,GHG emissions from non-residential buildings,130.84378786,136.45865011,128.92600461,127.50600101999999,122.21387775999999,119.15240621000001,130.80679425,118.56268315,116.64925296,116.04562132999997,120.05875499999999,127.17195911,127.78488338999999,149.17327412,143.31689527,138.55090216,146.72429277999998,134.50407004000002,139.43644063,134.41840062999998,137.9319184,124.96689149999999,131.99064721,136.68877988,123.79939443999999,129.49839165999998,127.00977451,122.19006225999999,115.15643116999998,103.81751603999999,43.333713159999995
Non-residential [Buildings],DJI,MtCO2eq,GHG emissions from non-residential buildings,9.1578456e-05,8.790110099999999e-05,9.166173899999999e-05,9.42804615e-05,9.3838827e-05,0.0001015812135,0.00010196888999999999,0.0006827680084999999,0.000709134981,0.0007632733084999999,0.004879325215,0.004857237077,0.004949287484,0.004760502403,0.004605652,0.0043597428189999995,0.004272510771,0.004517728342999999,0.005263906678999999,0.005078807901,0.005407167319,0.005058345876999999,0.007067157277,0.006132714966999999,0.006074943665,0.005254537831999999,0.007756088593,0.009418085432,0.009825012725,0.010186046039999999,0.00714402
Non-residential [Buildings],DMA,MtCO2eq,GHG emissions from non-residential buildings,,,,,,,,,,,,,,,,,,,2.731263906e-05,2.897350623e-05,0.0005285878337,0.003251388745,0.0055045933309999994,0.01074650724,0.006440256863999999,0.0058311676589999995,0.0052078637879999995,0.006697503163,0.00650403606,0.006348284945,0.005456267799999999
Non-residential [Buildings],DNK,MtCO2eq,GHG emissions from non-residential buildings,8.733978749,11.11985238,9.518061507999999,10.04715112,11.056094421,9.965202733,13.656653627999997,10.93073505,9.9168719895,8.961428930999999,7.9993185339999995,8.433251333,8.586443717499998,10.173660215,8.3643362145,7.317495462999999,9.763702695,8.399789579,7.7646861634999995,7.870295902,7.8465922159999995,6.32603429,5.309632337,5.9925142575,4.811646817,3.915482971,4.3052597635000005,3.5603042439999997,3.5414097280999997,2.6120840512,0.490822979
Non-residential [Buildings],DOM,MtCO2eq,GHG emissions from non-residential buildings,0.100031338,0.09034126799999999,0.125896471,0.109721208,0.138791418,0.148481488,0.180756575,0.213032662,1.7451219475,1.8191127804999998,1.911415217,2.2127442435000004,2.1879357159999997,1.6334080725000002,1.3434997094999999,1.590901412,1.775998429,1.874369139,2.0681840559999998,2.0464044849999996,2.2645402740000002,2.2958960699999995,2.3827560180000003,2.111880927,2.656855136,2.8229993175,2.8564720589999997,2.7982020975,3.0906557253999996,3.2446742181,0.22229079999999998
Non-residential [Buildings],DZA,MtCO2eq,GHG emissions from non-residential buildings,,,,,,,,,,,,,,,,,,,,1.7199960435,1.6496460450000001,1.869609914,2.0417673909999996,2.4259276495,2.7452101890000002,3.054222516,3.006159694,3.115877215,2.8127237443,2.8865951563,0.680717
Non-residential [Buildings],ECU,MtCO2eq,GHG emissions from non-residential buildings,0.2903563555,0.36172922379999994,0.46545620019999995,0.326638245,0.3289823743,0.5991885339999999,0.6254754529,0.8911529780999999,1.0251203569999998,0.675645757,0.7501888741999999,0.9661096559999999,0.9767280170999999,0.9450994841999999,1.5918632566,1.9059219635,2.1593889875,2.6952755675,2.4426199035,2.745594469,3.0643930264999995,2.8258324095,3.055018853,3.4408221519999995,3.626430126,3.6947278399999997,3.344764657,2.7431961749999996,2.930181732,2.62534746,1.0173021999999998
Non-residential [Buildings],EGY,MtCO2eq,GHG emissions from non-residential buildings,,,,,,,4.492544057,5.525087047,6.300140946999999,6.831367886,5.880077559,7.093181052,8.044955872000001,8.703542367,11.787628369999998,12.31426291,13.04083116,13.030187849999999,14.221177130000001,15.277369819999999,14.14814847,15.42669188,17.78744398,19.81103855,20.06501702,20.46228367,21.81740851,22.72536632,23.83550292,24.43517692,
Non-residential [Buildings],ERI,MtCO2eq,GHG emissions from non-residential buildings,0.006420279499999999,0.0066517044,0.047925860669999994,0.07054068455,0.06471915198,0.09058019607000001,0.08398687500999999,0.07356154321,0.07721365222999999,0.08012363171,0.08253395834999999,0.11171225679999999,0.10359349826999999,0.10579988306,0.1081924237,0.1063849962,0.09248694657999999,0.09249207551000001,0.08149630281999999,0.08283751566999999,0.09305591215999999,0.09653303190999998,0.09894575578,0.10125919956,0.10279181662,0.10589314332,0.10760407192999999,0.11456301154,0.13496720765999998,0.13828274958999998,0.00823378
Non-residential [Buildings],ESP,MtCO2eq,GHG emissions from non-residential buildings,16.535192474,17.399210943,19.968101627,17.754464155,19.083729085999998,21.478808473999997,19.673469719,23.984718255,23.928320817999996,29.133114585,31.859210719,29.880546354,34.317991598000006,31.867282053999997,34.900445136,38.21949229999999,39.084396622999996,40.882202806,38.156633361,35.470685270999994,31.197688248,37.170674354,38.558585158,30.801896512,28.620328862999997,35.011984235,31.53267446,33.684924785999996,30.145373385,26.716194259999998,9.00420976
Non-residential [Buildings],EST,MtCO2eq,GHG emissions from non-residential buildings,1.6047664524999998,1.4886416374999998,2.8032122465,1.642201436,2.726475714,2.5758782864999996,2.7625998559999996,2.9120249604999997,3.0668934304999995,2.8898470095,2.964748329,2.9360035874999997,2.9575939620000002,3.5470102489999995,3.7987117935,3.9352567714999998,3.6014317699999996,4.8369138125,4.643537617500001,4.05275464,5.104932241999999,4.640824684,4.363650997,5.191366297,5.19898659,4.454993320999999,4.590773844999999,4.500723914,4.152729002999999,2.2814944778,0.22535512
Non-residential [Buildings],ETH,MtCO2eq,GHG emissions from non-residential buildings,0.09019948976999999,0.10467957321,0.078395919529,0.08672644354600001,0.08860514189499999,0.0938061445,0.10322270137,0.10519204022499999,0.11315058740399998,0.11412718780799999,0.12015587834800001,0.134984658223,0.139282995001,0.14689895383999999,0.15981442182999997,0.15351327597199996,0.163115653956,0.21424969255,0.27923396559999997,0.3052777258,0.19875783033,0.20637192063,0.216620567755,0.24087597822599996,0.258580283913,0.27499489562999996,0.31617234999999994,0.3491650460974,0.3646965632036,0.3800153378744999,0.211398
