country,unit,variable,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
ARE,tCO2eq per capita,CH4 emissions from energy supply per capita,13.494549797624966,13.376763418320335,13.11166093817405,13.958029264951328,12.893318394069498,12.9098653652873,13.057908635807433,11.920921263846404,10.803399059673385,10.143188797412298,10.061569363616028,9.72162610959687,8.762588372527752,8.686799435994363,7.843205426071572,7.252223638402848,6.525929466560707,5.537395179570053,4.766010927632835,4.111938590532864,3.9788004282761236,4.057851574706559,4.127329327542077,4.198609701390795,4.205894638905548,4.541775467715496,4.605800475292369,4.493782416488057,4.528178048276778,4.539099406937365,0.0
COL,tCO2eq per capita,CH4 emissions from energy supply per capita,0.22185985078230636,0.2091264916839187,0.23376087373010634,0.20974280618804586,0.21309229415675693,0.2473729404439495,0.23078781522204417,0.3063751326253347,0.3297784277741547,0.285361814162824,0.31176587474677303,0.3207797869467564,0.32168194790938004,0.30494768502894326,0.29154289743540684,0.28838233264501223,0.29266786183482607,0.29629712280067505,0.30364927764783134,0.33215987541460845,0.35157000783730313,0.36811977629466747,0.37138067341817615,0.3739790849278463,0.3732588335587009,0.3594633109516329,0.33945499720768313,0.3310223851456161,0.3253729464500312,0.3207814124803089,0.0
EGY,tCO2eq per capita,CH4 emissions from energy supply per capita,0.36352912732830617,0.4542714359972717,0.393383057850493,0.39503523237320576,0.3837746260399486,0.39852806116948164,0.4093927009696858,0.3906116900603367,0.34677539607783103,0.36922882926389544,0.34489842189660647,0.360778061704059,0.3701200228173602,0.3838788439653134,0.390882596147879,0.4682468684554873,0.4791744365835532,0.47624846229625556,0.48411900218658427,0.4917724959214475,0.4347127143076776,0.42047803372136827,0.40042959433995223,0.36705670261616996,0.3417851356752562,0.3135794741766586,0.31215633020678846,0.34251274892586353,0.33320161406854426,0.3486267800805476,0.0
