country,unit,variable,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
AFG,tCO2eq per capita,GHG emissions from the metals industry per capita,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.140228612501259e-05,9.437821128272544e-05,0.00020605090656113575,0.0002587399029750598,0.00022105351053473948,0.0002598830502722191,0.00026710932706326164,9.36106283320581e-05,5.5184980211416604e-05,6.894487952166555e-05,4.359584634875754e-05,1.6428552306351152e-05,2.6088961766955337e-06
AGO,tCO2eq per capita,GHG emissions from the metals industry per capita,2.195727516802347e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALB,tCO2eq per capita,GHG emissions from the metals industry per capita,0.05495744090841548,0.05923717563288089,0.051331074791954145,0.061693362512238385,0.061621696357937836,0.05367733999383028,0.04177690651976393,0.03382607275446572,0.03312247083276502,0.02456291726885462,0.03459981062683722,0.03278867229841715,0.029804979035657483,0.028714364517604278,0.07584169763359158,0.02665698407645634,0.028802464517066684,0.027410973263215697,0.03393121084254124,0.0363339266012681,0.03490868788297052
ARE,tCO2eq per capita,GHG emissions from the metals industry per capita,0.37157597460424424,0.33823858017719927,0.3223148763255048,0.31437006776257426,0.3439525497489663,0.3078776691711953,0.29518661262313745,0.3096004367753709,0.24084641481766098,0.23624067240527408,0.3042877904766761,0.3709064313432165,0.3689577599014964,0.3708389505526691,0.45019333023810465,0.4795397519307137,0.4796401582100155,0.4980485297778924,0.4976733590379199,0.5029408540543262,0.37008375798754345
ARG,tCO2eq per capita,GHG emissions from the metals industry per capita,0.20995109988946262,0.17073702117661602,0.1786552505811634,0.19694606450253735,0.2030773876213662,0.21039132323915785,0.21898760085167993,0.2084259726068516,0.2203494231148135,0.1719004223918779,0.19004876117758132,0.19868017422540968,0.18538678815758294,0.22024441506260165,0.22626061507634257,0.31873422829833453,0.29071545895184925,0.2957885932124899,0.28789691128580336,0.24870913975015574,0.1536293003094998
ARM,tCO2eq per capita,GHG emissions from the metals industry per capita,0.002284733887542892,0.009194052370516008,0.009244851313919425,0.009294455518966922,0.005340048558426908,0.006383644144660885,0.005753968044495811,0.009905652644482826,0.008264751495641617,0.006255565653333997,0.006977632277881385,0.010114807438530231,0.01216942836914694,0.010727254196845452,0.04063632880820408,0.046929180833474894,0.04723247333324933,0.053961605167636796,0.05824081464803315,0.05171169890537602,0.03182678114519474
AUS,tCO2eq per capita,GHG emissions from the metals industry per capita,3.9450109037748655,4.012462848091485,3.863911493837589,3.638134926666466,3.7361073770084565,3.7206770407162613,3.644207968441242,3.7317783705275684,3.627395730192195,3.503975301152053,3.5253078429993074,3.2942721762519147,3.066233891313972,2.844512444132424,2.6723074529110673,2.4390688854276292,2.4170776424381275,2.27629290021161,2.196678539555071,2.1373198236440523,1.0193987899631447
AUT,tCO2eq per capita,GHG emissions from the metals industry per capita,1.118422357826173,1.0559054523007305,1.0721801266945614,1.0727397022541492,1.0724914720031875,1.067942237824826,1.0466897638197135,1.056782251469986,1.126819898417304,0.8837677689333135,1.0651119527766444,1.130848085053189,1.101560155924247,1.118158489617059,1.0929002110139103,1.0068341442759952,0.9839689576163361,0.9946334042052086,0.907986217622242,0.9267049687722412,0.7129485631944146
AZE,tCO2eq per capita,GHG emissions from the metals industry per capita,0.0425080361193251,0.043494241765706675,0.047036114256695155,0.14887409167972213,0.13602575166435926,0.1580295986939709,0.14753344877453722,0.2232565969491802,0.23076062750758836,0.05587521972969774,0.030814678377156922,0.048035491005095125,0.11580323902749892,0.1012299086813027,0.09583987912423168,0.09456438751620447,0.08321326564807766,0.08144519786974531,0.08572526742316298,0.08291058130541605,0.01597113221965733
BEL,tCO2eq per capita,GHG emissions from the metals industry per capita,1.7742641398853798,1.794196871454722,1.362779648178105,1.457150276601119,1.3245206679463095,1.1140950888843442,1.0357664661728838,0.9900011549356748,0.9719430386052326,0.53079062534473,0.7958499122488685,0.7238705819139676,0.6144257015348612,0.649217482703158,0.6291182618662747,0.6388559008553693,0.6902264819013888,0.6944434392032182,0.6981382009746343,0.6928475801159022,0.5063068676407569
BEN,tCO2eq per capita,GHG emissions from the metals industry per capita,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018628746964105961,0.008631726776643863,0.0,0.0,0.00033130536995925225,0.0
BGD,tCO2eq per capita,GHG emissions from the metals industry per capita,6.645889150172356e-05,6.521703586127525e-05,6.404078464997647e-05,6.294160857118113e-05,6.193314229689132e-05,6.102038468519246e-05,6.0203878262308304e-05,5.946990986937012e-05,5.8792482246042465e-05,1.9187965965619482e-05,0.00051499086572221,0.0005091338137243102,0.0005032921498417547,0.0004975078359611664,0.0007248375320356346,0.0008959639492777656,0.0008862041068204856,0.0008767237429896621,0.0009418955013664207,0.001251179320841833,0.0012580531678839308
BGR,tCO2eq per capita,GHG emissions from the metals industry per capita,0.8471759331382496,0.8544337600706792,0.7505040959347395,0.9259168917268686,0.8508352570864316,0.7810639464408539,0.795662583399969,0.7928586243585112,0.5420332976935389,0.2826344111305574,0.25927026566745975,0.30062267627411293,0.23058824574096948,0.21217990330504058,0.2327883123166339,0.2231491293315915,0.19215401703353419,0.23951994906123514,0.22460280210623804,0.23272034580886583,0.03728828835818786
