category,country,unit,variable,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Industry,AFG,MtCO2eq,GHG emissions from industry,3.1686638902,3.3711496025,3.5447929348,3.8073885455,4.0034440725,4.2316908586999995,4.3836334519,5.079883791199999,5.664330426099999,5.9993233431999995,6.608018329199999,8.5627556226,8.0576351309,8.1190974191,8.194683649,7.173086991999999,7.0253434461,7.565037386399999,7.7857591821,8.7177145125947,2.6008074
Industry,AGO,MtCO2eq,GHG emissions from industry,4.9544936036,5.2439393033999995,5.5798636403,5.9014921283,10.2416137183,10.1823199838,6.8076992489,7.3494197452,7.680268787299999,8.1984436067,8.563237554799999,8.793841820999997,9.510627721099999,10.536688249,11.5231132135,12.8400710465,12.612370249,11.6829540975,12.0357903055,12.2608259286,3.84893831
Industry,ALB,MtCO2eq,GHG emissions from industry,1.1239322263959999,1.2677578763669999,1.187828440311,1.400157750649,1.45501214155,1.339994416401,1.574532211842,1.651503755732,1.5302341671,1.842602131524,2.2393961979559998,2.503868689154,2.2511175052,2.2924619588999997,2.4614817277,2.2847666147799996,2.18530371663,2.6655158827,3.0580842490499998,3.22428372682,2.3191603679999995
Industry,ARE,MtCO2eq,GHG emissions from industry,47.530994848999995,57.638911736999994,56.179045487,56.887964591999996,57.378917873999995,60.470295887,61.970973521000005,70.65607421499999,87.579291576,94.32924230799999,97.39537861400001,102.100450334,104.413911594,110.775357626,108.96073794799997,124.159896353,115.542359307,113.27133611599999,113.58137265099998,114.064533492,84.378075024
Industry,ARG,MtCO2eq,GHG emissions from industry,67.361312052,67.703720984,65.845173679,73.02817076299999,81.677348846,81.121553182,87.68419372599999,82.913366551,84.68728202700001,79.269028403,81.949696531,84.207022675,85.46394686500001,84.298652604,87.401202548,89.361617513,88.12832325599999,88.72943060600001,87.944910815,83.071109694,37.60307275899999
Industry,ARM,MtCO2eq,GHG emissions from industry,1.9551019867669999,2.09791913828,1.9976997613699998,2.2166311885799996,2.39464830766,2.8043787988699997,2.9036556491899996,2.59221596066,2.7709343615699997,2.11633018576,1.67428435292,1.79551045045,1.9873518073599998,1.95606850234,1.907046424156,1.80768624517,1.7341180130259999,1.851513958412,2.017580432181,1.9475206823039999,0.8531029858999999
Industry,ATG,MtCO2eq,GHG emissions from industry,0.08712504757699999,0.083216347372,0.08472710450899999,0.084319609624,0.08943624077499998,0.080885417479,0.07903297024599999,0.078604529356,0.076885132658,0.07768376214899998,0.070907676497,0.07768690394099999,0.094701914865,0.10236030624199999,0.09867992125099999,0.095385010806,0.09186481504699999,0.09093364134500001,0.09047368299099999,0.08980986560700001,0.03330302754
Industry,AUS,MtCO2eq,GHG emissions from industry,168.28085406999998,174.909309678,173.836648861,163.801256184,168.365453865,170.495103703,171.88008952399997,176.01211200999998,177.104164479,177.12528869,177.56557732699997,175.56972308199997,171.427335662,169.47306681299997,165.355382564,162.15839514899997,163.740444703,160.02675820499996,157.87520489199997,158.091933912,67.97862891
Industry,AUT,MtCO2eq,GHG emissions from industry,32.5012241131,33.432895359499994,34.0544469434,36.5624591273,36.320301957599995,36.022987773699995,35.5714259473,35.0351021449,35.0320957577,31.2489303244,34.3026569513,35.072874967999994,33.776786814999994,33.7733523855,32.79018101409999,32.0382886154,32.3034783106,33.0931685561,31.7655818506,31.815645159399995,20.152480736999998
Industry,AZE,MtCO2eq,GHG emissions from industry,7.53512787341,8.182941322909999,8.800136544999999,9.445564018799999,9.1204166184,9.3816509887,9.8274662745,9.6699209222,10.358163342500001,8.2935116179,7.8392073828,8.414115300799999,9.842762262099999,10.0376422123,10.643558625899999,10.6537066147,11.160832061399999,10.6550913963,11.322441763299999,11.8643112259,3.7679259529999998
Industry,BDI,MtCO2eq,GHG emissions from industry,1.0080871961,1.03298127335,1.0670263039799999,1.1009232956700001,1.1497009464899999,1.1953916782899998,1.2475326880700002,1.31433949004,1.33854954356,1.3878187283699999,1.4391980233,1.5139732692299999,1.5710499476,1.63917116111,1.678608339,1.7742067055600002,1.86272333645,1.8748354917399999,1.9655925893200001,2.0174255467699997,0.12471293101999999
Industry,BEL,MtCO2eq,GHG emissions from industry,68.620525522,68.092484553,62.151194962999995,62.67832266799999,60.745703461999994,57.612131181,57.581758457,56.975999241000004,55.346300793999994,50.160996327999996,56.538084950999995,54.234213254,52.359556239,52.766259651000006,51.910571219999994,51.552882041,51.652234113,50.345569803000004,50.42723029,50.573230683999995,27.733821165
Industry,BEN,MtCO2eq,GHG emissions from industry,1.5562667897399998,1.62587164555,1.69937223097,1.7629560601699998,1.85098571107,1.9343875983399998,2.487670922,2.5504572554799996,2.51576381879,2.55045340136,2.59667615761,2.70943005891,2.731024394494,2.9081449829399992,3.12548040284,3.1626656989399993,3.52398951502,3.5980024904500003,3.74127626092,3.8108998272125003,0.99595100341
Industry,BFA,MtCO2eq,GHG emissions from industry,2.1885470022299995,2.3122259116099997,2.4180520762899995,2.55305188266,2.6675225377,2.83207503434,2.95058559034,3.1301456851999996,3.4082777078799995,3.5454302562099995,3.7075834575599997,3.8796992974399998,4.08253536575,4.230393762219999,4.29380993209,4.5904892872,4.69700334826,4.980355267759999,5.22571576221,5.34108085673,0.7634203449999999
