country,unit,variable,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
AZE,tCO2 per capita,Energy GHG emissions per capita,9.184412978035457,8.34788827307359,6.962835526716833,6.044190638842932,5.291875917357221,5.608437380039948,4.58585598351153,4.363218830733901,4.220902312650069,4.158967774263256,4.236761672837512,4.179406253082158,4.062677818635699,4.347773284269076,4.5506531029916335,4.826111048219404,4.726237690861626,4.369967254378707,5.237693132802336,4.470650903300603,4.329419332094295,4.393288973106313,4.5719650972957195,5.065414465060906,5.107456372411807,5.0987937932756235,5.021617551147737,4.800065110396932,4.919630442190268,5.396894720550088
BDI,tCO2 per capita,Energy GHG emissions per capita,0.15811849289542354,0.15507851591118152,0.1465112814566141,0.14418630802679658,0.16443565344694422,0.1703678810444687,0.17491431673682492,0.17477577248441312,0.17783341987893103,0.11871458906562045,0.1263546480247053,0.1578411982690797,0.15512853443212068,0.14763008127904387,0.1500346061128866,0.14121115997228462,0.14064420302713646,0.13863758177391494,0.13536622223884903,0.13098885511096484,0.13601355340479962,0.14511510195005675,0.10555925205213243,0.13836039991186863,0.14018262952341667,0.1505900472380309,0.14874139040019252,0.15239664505713027,0.15033047201352187,0.14569956039493948
BEL,tCO2 per capita,Energy GHG emissions per capita,10.434036871679105,10.69520213232344,10.552347708219223,10.511206582395216,10.577718401957847,10.654238300388554,11.02727211772952,10.411300386151202,10.879144660084556,10.267523753916205,10.340202414339716,10.401912396454795,10.355388213342287,10.408501895648408,10.363552460734372,10.115838760019571,9.859728300017881,9.59936757107767,9.523833533473894,8.780629043153178,9.13213846414502,8.144396618888623,8.022017241124733,7.957412073956976,7.386883660240107,7.71673651939349,7.5365651371910785,7.481214766423465,7.490994616810248,7.4680258821931975
BEN,tCO2 per capita,Energy GHG emissions per capita,0.2812098208914392,0.2971164556686713,0.30008599339248154,0.324171944421354,0.3447542663340459,0.3352777183233676,0.32325436081618936,0.31520410898802925,0.30446928453581956,0.3586379680262997,0.33498661364362614,0.3589229372670533,0.3865449461304383,0.4148629436440604,0.4258062867846632,0.4021436133768751,0.5050570817947855,0.5653599912002545,0.5553693464866565,0.5735231527272032,0.641356353460835,0.6162250686488467,0.5807228385650123,0.6067212722475295,0.6289590028579235,0.670388187854684,0.7201939060006225,0.765982365224687,0.7531539956125515,0.7567058501327539
BFA,tCO2 per capita,Energy GHG emissions per capita,0.1997495639841549,0.19668321383907292,0.1914573453471025,0.18529233215315027,0.19966212279139056,0.19623622877576344,0.2005257244618439,0.20439635941955936,0.20695209523953656,0.14890058191765515,0.16281943299037013,0.18585821579963951,0.17082757908767823,0.1746397206270214,0.18878674281167618,0.20786868659399707,0.22488691116959778,0.2406674867136462,0.23962327409124407,0.23974483224400236,0.24863489510010467,0.24997023053535605,0.27577880053963333,0.2852492014925972,0.28488523475083544,0.3042414460115548,0.302472065578518,0.32980368709059793,0.3078252520597711,0.3065736224744153
BGD,tCO2 per capita,Energy GHG emissions per capita,0.12018769790321995,0.12310708066946577,0.1250188593264458,0.12777451831929096,0.13660028708767868,0.1658418955579318,0.17084583486396895,0.18392056409252583,0.18502998520950178,0.19809943561231158,0.2060194302799776,0.23906763499359504,0.24381392552973125,0.2529831273311264,0.2693697490282048,0.2805038899955806,0.30726401800541603,0.311228665511555,0.32708688849754886,0.35155094787009983,0.38149981237053193,0.39524861854913557,0.41985160921009534,0.4222270449933584,0.4452573411076041,0.4857404553584459,0.5013383232870177,0.5197719333438712,0.5515046027737596,0.6133231964910946
BGR,tCO2 per capita,Energy GHG emissions per capita,8.17821019697787,6.637808610315109,6.369901093234275,6.503536873578679,6.087457338945006,6.11463125383131,6.241909134543754,5.9912888104380295,5.922401283017387,5.176220467530848,5.018254205664213,5.543664976847707,5.422882087021052,5.980455870216134,5.844346016384903,5.992971380493361,6.183379024557487,6.706127677779312,6.659939104933546,5.950747423279352,6.26048005036509,6.981179936442685,6.36472937991932,5.615878069376741,5.966274904352723,6.380615411749611,6.0046392853244654,6.373705173314611,5.878972594735089,5.762812114692577
BHR,tCO2 per capita,Energy GHG emissions per capita,49.60407479326595,51.20036409147799,51.42597145380648,58.55892818512081,56.95154569770193,55.70358596269634,56.85539547334277,53.956199668194586,54.91309229147283,54.98476136613567,54.16710552053083,45.44477098415884,43.93720923905651,41.607380430148396,40.24843163671331,40.037923561305824,36.41398422199801,41.21924002146876,42.52475003252157,38.98487437503955,37.31271114320345,35.98943162516537,36.155459243566256,40.531425542706664,40.26726084577714,40.310441424846545,37.94379689057248,36.81202508304458,30.902742379447442,30.95364022120885
BHS,tCO2 per capita,Energy GHG emissions per capita,7.25918814176492,7.126245656246768,7.0293352579427735,6.566690646154981,6.416553984245004,6.281698485610984,6.162405803225579,5.393874646353218,6.67584308327598,6.767257356416822,6.676844100723045,6.278542585041207,6.370731041386999,6.355330014083922,6.271696148864979,5.725754814559425,5.467749341453394,5.424038270591339,6.954143389199256,4.691075514874142,6.818130592557531,5.089228356179241,5.335812377434465,7.9256567945484555,6.475548060708263,5.531801175841796,4.815795810257645,5.239044503063531,5.341838785379958,5.49442085209738
BIH,tCO2 per capita,Energy GHG emissions per capita,5.6458923220793364,5.355524429430667,1.7549772974908548,0.8605176835158155,0.665561292987448,0.6085061852172694,1.2166552129292727,1.9860441587015232,2.9991928957689424,3.0186840514373077,3.172338487983502,3.3284391963390365,3.4846088021218344,3.5351853274392315,3.772387926870932,3.904038209645259,4.169519379235582,4.172434769829098,4.714642908417929,4.898359049718344,5.1005565273899895,5.7631802703669015,5.409195966015825,5.391523396106473,4.8533847045437435,4.723910744914068,5.581373921635739,5.669045875709451,5.655957151912691,6.179949215358508
BLR,tCO2 per capita,Energy GHG emissions per capita,9.676772252748655,8.995443420426623,8.261170443411473,7.15886727772596,5.896183174757296,5.395420033940135,5.502201914274119,5.5448847548582725,5.391203283808728,5.186133316737707,5.23066532660094,5.297853694432087,5.230322735239847,5.348713129222765,5.745031986159303,5.867187366610738,6.184327955119687,6.150014543529291,6.370706922817364,5.944500668782629,6.11566880743193,6.013754693555865,6.129036219110822,6.216105941082964,6.096196068906066,5.675887182388134,5.892677861980179,5.952010304695354,6.070696599191528,6.040494883201883
BLZ,tCO2 per capita,Energy GHG emissions per capita,1.7434978726126875,2.2340113845638707,1.934912826001935,2.024035420619861,1.9684746552690167,1.9423855587015975,1.5304689693906206,1.872954981383279,1.7285709322122234,1.6486804279873966,1.961101451619425,2.136685119262314,1.859848239432594,1.8149561292812921,1.634625121150313,1.7265801732217987,1.6784628163850923,1.7723914911831884,1.6067948191459542,1.8178640097884988,1.7676336966802602,1.8683608086338255,1.4378655684450639,1.4549893406844525,1.3781744706621464,1.8341709935000527,1.710102361841373,1.6951633291198192,1.6628771167746972,1.8035050505826806
BOL,tCO2 per capita,Energy GHG emissions per capita,0.9177199931418638,0.9898086788250543,1.107400071806446,1.1869505994715883,1.366048498471633,1.2673283537562117,1.2417620783857815,1.3228424785633377,1.2041852291305128,1.0294213465170317,0.9835750100673891,0.8636118040465983,1.0877494703655182,1.1453184546734607,1.1357316162541498,1.2347950960437706,1.4794396733993236,1.2031254479026803,1.2652424425680227,1.264569100608106,1.3534227713580314,1.4589318993109828,1.6381315394572409,1.6409964547836708,1.7185794409143516,1.6743743084006117,1.7404196695704481,1.7957887948675821,1.7440109079954973,1.7458370472180305
BRA,tCO2 per capita,Energy GHG emissions per capita,1.2617176574533875,1.2792782697104619,1.277069812194632,1.2878621428498473,1.3234422894517943,1.3887183937028866,1.4640249403756098,1.531017646018984,1.5666849464246462,1.6132900372712944,1.6305248998916353,1.6648226545409863,1.637540693930594,1.5895781404822298,1.6575503300620191,1.692391846543922,1.7006138147673258,1.751429130668684,1.8382509740829422,1.7587608792061107,1.905845733171879,1.9593494131654845,2.1125280783081744,2.2632773099077865,2.367287122100093,2.2301368278442797,2.0614750685496244,2.0641490864155534,1.9811970554924223,1.9805778377538024
BRB,tCO2 per capita,Energy GHG emissions per capita,5.4420100178973145,6.948898866794955,6.732854045418236,9.815476619079922,7.210458562513921,7.708070914252411,7.526764951487941,7.681322082309468,9.282155242189996,9.872252315542326,9.723362957670224,10.018569216202925,9.874809361319276,10.243100488096497,10.38930845711504,10.784597568037059,10.955941976754662,11.158912239281523,13.395440549248784,13.482410612329113,12.299251057133034,12.827444370236087,12.44280890242441,12.276024115880041,10.673220398490303,10.689489603157082,10.846821881188813,9.852251169518112,10.117220206530838,10.452196877580386
BRN,tCO2 per capita,Energy GHG emissions per capita,39.03924797266479,31.178627238850822,29.68366631615843,30.28216015109129,28.57123115404281,27.868278628934544,27.87078983651763,28.144453491130328,28.51457846992652,25.198182787985804,27.853982699315054,28.555715995612246,25.722582524215852,26.691575029366394,26.43044341937602,25.96463550910406,28.088218612766095,36.80323868500428,42.43341117184741,35.42570760246104,34.73705337155267,38.863360994902045,37.84489607691286,31.898005509205916,33.92080589977988,28.68064225357544,29.538508448251633,33.68819805833477,33.10331965684446,41.54204054503157
BTN,tCO2 per capita,Energy GHG emissions per capita,0.20723397280713488,0.2057470769886858,0.2731397034750479,0.2309468822170901,0.26696496554835925,0.36473891240467693,0.4395433919822115,0.5510111235370564,0.5492772574409349,0.5623946591542277,0.573590473322121,0.5731864694861035,0.626597946511911,0.5606523955147807,0.4524043963062511,0.5980787490905504,0.5962847807436523,0.601618654991254,0.6372736599013417,0.5852617240306695,0.7002167754433977,0.8250432354387803,0.9891929952592856,1.055988510845002,1.132044508541095,1.070224005165651,1.2352281642880607,1.368093641985989,1.3785863127588163,1.3890818169190167
BWA,tCO2 per capita,Energy GHG emissions per capita,2.43247360027853,2.314673446322572,2.3981677118619826,2.6302435119468806,2.461541036259964,2.42993847559137,2.173156007347527,2.174725919616937,2.532003830369704,2.3847080595680197,2.7444224633716963,2.7945737498760947,2.8686459345890065,2.7444855156317476,2.7753658526915106,2.895929412693287,2.9031908409503515,2.9112888691722234,3.059036267850469,2.5492770649528156,2.979206947188524,2.684322662530527,3.4223218737849654,3.772027940157601,4.514945042633434,3.678003089522595,4.120513443753834,4.503246146618076,4.525153866322518,4.197589706659235
CAF,tCO2 per capita,Energy GHG emissions per capita,0.1809928956725596,0.1750907675402561,0.17572103069846406,0.16775284720243402,0.17256684732491084,0.16880454729661382,0.15023116556109223,0.15003985341489529,0.14616665012221317,0.12422643049404739,0.1241614637427924,0.11579746030108413,0.11256851095793961,0.10718375959919459,0.1085890668991988,0.11044032508084926,0.11000285327489179,0.15507369692834977,0.15444492493976647,0.1523876095271535,0.1575192653356175,0.15977770530699612,0.16499823844093794,0.1632214427111846,0.16374820767394438,0.16558461718906312,0.16638447419090316,0.16557793553252453,0.16736760333235115,0.16943512562961274
CAN,tCO2 per capita,Energy GHG emissions per capita,17.08127704971894,16.584978218395275,16.989021003787496,16.838207209932076,17.206503175461886,17.50715156903495,17.966770795135652,18.32411398561918,18.437964192743976,18.74920685920984,19.324943548678814,18.85825241316323,18.686177416836227,18.992525224664824,18.659604820251808,18.360145607119616,17.96066669257915,18.547220539374457,17.896288033146213,16.74155514179101,16.791703098927922,16.832012554235188,16.59262304654271,16.64626074531808,16.507966787099576,16.385219937826914,15.70224467603209,15.81601497935326,15.863986710511705,15.690976066474422
CHE,tCO2 per capita,Energy GHG emissions per capita,6.224388613895665,6.500021029479801,6.443295220442147,6.067799370591928,5.862339402284453,5.951123803685634,6.052164567970193,5.91064404013821,6.104077903786512,6.047040092855661,5.873960399484985,6.030550547770398,5.765466584797041,5.8863597375174095,5.886631594972681,5.916272640667786,5.825813001557736,5.509118717138141,5.6226238693459125,5.397845071773907,5.520830977075899,4.954250279118923,5.064487178156529,5.130204592559151,4.567297975526854,4.479380121404483,4.478500688733693,4.318586248674844,4.134207170054152,4.093160806410986
CHL,tCO2 per capita,Energy GHG emissions per capita,2.546212821055402,2.3563837808177763,2.376124814483691,2.4811877919250103,2.611823825282822,2.7814740477345454,3.1397030046614995,3.543838465350221,3.5319089614077854,3.653678499111081,3.3893112854288945,3.20956693274707,3.219757092598875,3.242974024219716,3.509216250893227,3.5160977025298537,3.558652058420349,4.095533986549832,4.153635433502781,3.9618187270729734,3.9091504068183087,4.375178140542327,4.643582353674427,4.552824170897995,4.318944416198936,4.613409629148647,4.73390406715949,4.704816102057153,4.645161455667593,4.669683229267991
CHN,tCO2 per capita,Energy GHG emissions per capita,2.27275730387558,2.3288552112480234,2.3691597208511808,2.4693662808458643,2.5926407598367227,2.7804175606193273,2.8499856268736394,2.8534845436253886,2.6812997459609402,2.6422188252104397,2.716519686847847,2.744034280772104,2.999062792877226,3.515988823346787,4.027544702274174,4.510170895591078,4.950344006956416,5.273601262629136,5.616556763836622,5.866622598140108,6.369117256794286,6.973796220916184,7.0891086184361125,7.1814207329597135,7.180032947968452,7.102169785340542,6.917473104720455,7.02613852451091,7.121674413299495,7.245630423123506
CIV,tCO2 per capita,Energy GHG emissions per capita,0.5727524309902504,0.5201253736732758,0.46985629889978703,0.549291654880882,0.48560519147623826,0.6274754381394783,0.7296221477825795,0.7005636364910116,0.6478758300427977,0.6012759149763423,0.6259624932997705,0.6705026936704012,0.6499709631275535,0.5147840466719353,0.645502602516247,0.6537901604907741,0.6131726330496637,0.5998565560409468,0.5916686524970866,0.5184667124678831,0.5503351102501424,0.5849162371415915,0.6729416386026799,0.7198639810216689,0.7108898433357743,0.6802677740622337,0.7807670709053196,0.7570340225411994,0.7459344775941626,0.7582664458076304
CMR,tCO2 per capita,Energy GHG emissions per capita,1.1884463322254184,1.0792630561170653,1.1840474566220613,1.1193950664683574,1.0278907575842087,1.0661777249149704,1.1452448146893681,1.031758358846115,1.005177205949671,0.9660814110188068,0.973317939010222,0.947961913275924,0.8742111085333092,0.8690026688500457,0.8169498199291954,0.7725531381221253,0.7243324165589634,0.7901642489865209,0.7998888881617172,0.8539700156473582,0.7914956593591462,0.7318335942423734,0.698152831891733,0.6567832117152007,0.7671330909339727,0.8755975094573116,0.8567888331911133,0.7408592420358648,0.745550658759441,0.7072084677045525
COD,tCO2 per capita,Energy GHG emissions per capita,0.3033627939054588,0.2651202063927388,0.24294263042369757,0.2292878666657564,0.2330262661592723,0.2354710343088032,0.23177361849767708,0.21995477647654857,0.20401352348790974,0.18706602831927052,0.20443329413790182,0.19637183318413065,0.18547604281147995,0.18239948781912693,0.1729827707464427,0.16518850636990612,0.15871880764493,0.16885162436374632,0.1655322328916023,0.15020359472751438,0.15380122992349915,0.16328327981761287,0.24195622681521464,0.2704641742594229,0.29687892809626254,0.24526348984606527,0.2233810679214252,0.22973321523981352,0.22362824649333066,0.2327441848289321
COG,tCO2 per capita,Energy GHG emissions per capita,4.005533066863549,3.8682052518420424,3.8715714604137847,3.7384564901479758,3.631742799671016,4.025806527863752,5.025459335957341,5.405814494069821,5.657850470804306,5.594991100672979,5.81949338432318,5.407202766996175,3.4135095227853274,3.7570646758137496,3.931099784985934,4.609725969733146,4.913030023152654,4.024640084950865,3.8140470104976036,4.100931152602885,4.352161971557452,4.027448540812161,3.8800965900159134,3.6774591439697133,3.588795779576163,3.397793246546143,3.2925141879254665,3.424187797329564,3.4513247843446386,3.085212835080134
COL,tCO2 per capita,Energy GHG emissions per capita,1.4681639965768216,1.5107383280356776,1.5919788436469935,1.5929887067074684,1.5604472812394137,1.5869774279642668,1.5805207772806988,1.680636493621812,1.6499711567838304,1.4795073614850336,1.5089591928733725,1.4308441712326991,1.382250721540993,1.4005442886334236,1.4022261123830042,1.4443910275085912,1.6249661089244412,1.5753067984296867,1.5410697808146845,1.6826795337498364,1.6341351054699322,1.5680177979655934,1.627755320421356,1.795873027862572,1.7905920293403303,1.6624345782015222,1.8993234838084645,1.7051782050255568,1.713616399941234,1.8256062149912944
COM,tCO2 per capita,Energy GHG emissions per capita,0.22206133168771475,0.22577517322405535,0.22064180875876954,0.22258330180069894,0.22497187851518563,0.23138701792618335,0.2374008697876695,0.24105746531063538,0.25418039434826983,0.2590511919191155,0.28394529074891495,0.28062853596452564,0.27744609117089275,0.3240668503617032,0.3382281533077709,0.3319027181688126,0.3607762756075329,0.26495268256798377,0.2677917979632608,0.30449267806509017,0.34362965712429827,0.30286819006535726,0.30944996649927814,0.34928679412712693,0.31472629347239234,0.33057426022754316,0.3682769040104475,0.41406086817628923,0.42291324751718684,0.37607637170918484
CPV,tCO2 per capita,Energy GHG emissions per capita,0.34620198666678503,0.34947967963399945,0.3626009450111451,0.3633313937446901,0.3692791617628697,0.38054508553203825,0.4323280231990757,0.43537630365518193,0.45574321294116793,0.5137279525087048,0.5955467118815073,0.6380522422486982,0.722421013421228,0.7401233538923154,0.7774534130204831,1.0107249143691392,1.0678409364602672,1.1261569420734339,1.0356746234761234,1.1280814191223156,1.1894999228651926,1.2949576833487686,1.0509835900095201,1.0239574784070036,0.9956085174694564,0.9909669550634601,1.0712806416387395,1.1311648951905027,1.4234116271029342,1.4292572226586369
CRI,tCO2 per capita,Energy GHG emissions per capita,0.8206611708013885,0.9025375044931689,1.0132282578103011,1.0111799135189121,1.3357121731082975,1.2071558393061224,1.153519707980567,1.1750622218302362,1.2171740898074683,1.2431062935666288,1.2164440010508866,1.2443995821593754,1.3533541969342504,1.4144872795807355,1.4200659099924358,1.3323987096966892,1.4359943489940332,1.5415610769223085,1.5437620697435406,1.4709984363176023,1.4702762786761223,1.402952589267715,1.3758523618692224,1.4297429984241194,1.4326259178085619,1.3449385856073008,1.428765040813694,1.470720440892897,1.5681746946609854,1.7354916562672544
CUB,tCO2 per capita,Energy GHG emissions per capita,3.114093007200349,2.773214569794784,2.021164291224254,1.937102198916854,2.0851668885462615,2.4613698110788462,2.6052891025327525,2.365845202748384,2.3100533703859853,2.399709941826881,2.4895691993734195,2.3825142798590844,2.3840000914313144,2.3332058381797074,2.2843695171242824,2.353132143199013,2.4064843297466063,2.3642097046897654,2.5362697701116184,2.565310534848541,2.9663722950448306,2.554137252928381,2.5761491935054037,2.4373550992393502,2.4232971186024406,2.551926629548644,2.443734986909697,2.187092538266403,2.249044949676958,2.3117339734189413
CYP,tCO2 per capita,Energy GHG emissions per capita,5.19164744800526,5.771777286013274,6.057880865839798,6.119083969465649,6.259676217053078,6.008947954794942,6.2283467632060425,6.238849179187379,6.503725060800476,6.662714392003015,6.784778349772287,6.550213793146539,6.602058613997593,6.884321260273642,6.898189843726803,6.9575743657660105,7.02051060345784,7.2012243961688736,7.276472676706411,7.103249372318637,6.794791019730959,6.454268485122734,5.973326191185204,5.1229776914428795,5.2156692241670335,5.279990215222048,5.580295148903296,5.628621199727046,5.490800176916441,5.489857113536586
CZE,tCO2 per capita,Energy GHG emissions per capita,15.580612492264128,14.356975326761848,13.857766788902506,13.359335634430494,12.58033633432418,12.491221043969777,12.796598741609625,12.325153863047744,11.753994148065162,11.085331772311175,11.896562702735224,11.941344507299636,11.670195184504804,11.96782655833364,11.964184722697167,11.849715058422033,11.817669955918136,11.846008108883845,11.266680103225902,10.628176963167908,10.788197139504756,10.480095060178611,10.084879483311665,9.605990790422771,9.282354301478136,9.368428528609597,9.46402214126908,9.533304173378522,9.266290420781777,8.770721532402476
DEU,tCO2 per capita,Energy GHG emissions per capita,13.092790405865045,12.497829127080626,11.795407649660467,11.607222960447354,11.284610046362925,11.239249575139839,11.463125645708773,11.056287339425865,10.944920176734867,10.633342461605139,10.582460061430815,10.81968198513842,10.595416972997263,10.528971658964645,10.337356540395795,10.088587743466906,10.22136775472398,9.918998251193088,10.010949079745942,9.328186567443089,9.807166886798026,9.691686885813478,9.760546684116617,9.944745284011448,9.40944031117834,9.389543654834695,9.350485069770832,9.08573964490026,8.696619012652217,8.147501108457297
DJI,tCO2 per capita,Energy GHG emissions per capita,0.6368639194570397,0.6509097081123125,0.6405983253394034,0.6370209408508272,0.631463259443027,0.6266012040261111,0.6245640092659198,0.6340242533191699,0.6084074860573285,0.597165890684355,0.6187489286863987,0.6084426188134278,0.643954658094885,0.6647894592036481,0.6389329172277309,0.6434743529507895,0.6318009852067953,0.6902922071472558,0.7288442245526182,0.6716435940180233,0.7343542086708545,0.6723901831033268,0.6750094455246644,0.6860667318769699,0.4639999465899342,0.5339180173260774,0.47572049591170973,0.4607562758182396,0.47449065253414513,0.47043984070783734
DMA,tCO2 per capita,Energy GHG emissions per capita,0.9727073925761838,0.9733293547607883,0.9709976469254105,1.026575164506199,1.0852429480322054,1.2938611911961184,1.1475617836549985,1.2437669990933817,1.1740734935810666,1.2244371885203644,1.5362526920315864,1.708027730332563,1.632302405498282,1.5976719637100227,1.5912029209939336,1.7001983564749221,1.7393025820865975,1.8362359987005101,1.7506953366558895,1.905487804878049,2.0175797508359556,2.129399819494585,2.26907573921132,2.2951604500204175,2.37723481172019,2.4165788549350196,2.4121054033965814,2.211027148054856,2.2757099377321084,2.3534982174688057
DNK,tCO2 per capita,Energy GHG emissions per capita,10.445562571351266,12.494426981133028,11.312282818672807,11.698660994775498,12.427538041327807,11.789719555628846,14.288227754350403,12.431430819844348,11.632249724228958,11.142848499163534,10.281638230164864,10.58076059433644,10.454003222883628,11.408803589376568,10.343188473802405,9.632005715728143,11.053337041075011,10.125538365536697,9.483726671352102,9.052895161137007,9.138950441112081,8.132019476635435,7.278811754547738,7.569103241143437,6.768879103743705,6.316549200551845,6.546776280069343,6.123178224382392,6.092892270070125,5.434762045135355
DOM,tCO2 per capita,Energy GHG emissions per capita,1.2462341369744492,1.4304551887217412,1.619796286320051,1.8021678223730389,1.9651972674127216,2.2636473958655055,2.2004922564048788,2.078074495754605,1.972139992235612,2.0135946403863803,2.1838398917193156,2.0584748748022785,2.1432728624750053,2.033825455065621,1.5934134749740485,1.516939932036694,1.4969603569100614,1.4669891044470544,1.395632242022931,1.2843624383088352,1.2377364811585048,1.2737920146284314,1.268765137072955,1.2240966713925423,1.219850269281947,1.3130156321805544,1.3656816511437393,1.3316705207430988,1.364430171145652,1.3874718001012576
