country,unit,variable,2014,2015,2016,2017,2018,2019,2020
CHE,tCO2eq per capita,Total GHG emissions (excluding LULUCF) per capita,6.206506244932222,6.031407864959608,6.015345442176585,5.876860854510497,5.683558779412446,5.743386804237879,4.0872081852510505
CHL,tCO2eq per capita,Total GHG emissions (excluding LULUCF) per capita,6.425354755838022,6.627965581825525,6.83747501505678,6.861057509770072,6.838392846603528,6.85964640749186,4.4232604505841095
CHN,tCO2eq per capita,Total GHG emissions (excluding LULUCF) per capita,9.817310440271529,9.706971614818602,9.62617825692785,9.72263692397016,9.930789318649875,10.100812718630504,8.278526454875774
CIV,tCO2eq per capita,Total GHG emissions (excluding LULUCF) per capita,1.2092465346738508,1.222770917757865,1.2471278148965823,1.2444189277897983,1.219220263576546,1.183787865063103,0.4586455442222813
CMR,tCO2eq per capita,Total GHG emissions (excluding LULUCF) per capita,1.6458873986732916,1.7522316695004838,1.7454180757367477,1.6469469437113873,1.660465058443042,1.6397622291020766,0.35086208126433555
COD,tCO2eq per capita,Total GHG emissions (excluding LULUCF) per capita,0.6501080751210783,0.621767763782326,0.6025412559580235,0.6199358493494341,0.6031987024944315,0.5905254416330874,0.03609617208769974
COG,tCO2eq per capita,Total GHG emissions (excluding LULUCF) per capita,4.429315068534389,4.286000104728637,4.133307096620635,4.372837347139853,4.4581191909618,4.371685255043952,1.120478299388629
COL,tCO2eq per capita,Total GHG emissions (excluding LULUCF) per capita,4.0534128161986445,4.032520016114252,4.193675153286821,3.9680815136200396,4.053420697331527,4.17399852647555,1.77372857673319
COM,tCO2eq per capita,Total GHG emissions (excluding LULUCF) per capita,0.8298606034824662,0.8440444047823291,0.881793867898572,0.9666839542731819,0.9736679192366657,0.9780157129177532,0.2873125719444109
CPV,tCO2eq per capita,Total GHG emissions (excluding LULUCF) per capita,2.014731086986856,2.0166589100910928,2.091885992771021,2.0488119107936944,2.1087932206069175,2.105366302188982,1.4450655034443187
CRI,tCO2eq per capita,Total GHG emissions (excluding LULUCF) per capita,3.079487688815508,2.997134420683175,3.123570152644971,3.1540392488133726,3.1332306272182717,3.2706921577722383,1.5346355961409577
CUB,tCO2eq per capita,Total GHG emissions (excluding LULUCF) per capita,4.304821599775854,4.293044518968452,4.380568321347269,4.196280839988165,4.135173000920962,4.1292886647415745,2.025119193408693
CYP,tCO2eq per capita,Total GHG emissions (excluding LULUCF) per capita,7.233421545206314,7.162430815304564,7.464815004162063,7.553866059016432,7.305267098311137,7.4273331812059995,5.194429725326559
CZE,tCO2eq per capita,Total GHG emissions (excluding LULUCF) per capita,12.433411289246806,12.55127564192273,12.622634880730605,12.675552376816965,12.465870775781358,12.040776981701425,8.607547218175824
DEU,tCO2eq per capita,Total GHG emissions (excluding LULUCF) per capita,11.231539512826846,11.198745499780864,11.157138095148811,10.923804494559334,10.59291812959921,9.889510233607991,7.658366929503419
DJI,tCO2eq per capita,Total GHG emissions (excluding LULUCF) per capita,2.387308428174366,2.2734078302309197,2.223904721162674,2.4075413799241603,2.417993599351564,2.4214004964418105,0.8648996205473268
DMA,tCO2eq per capita,Total GHG emissions (excluding LULUCF) per capita,3.4693113750967064,3.575974889218124,3.5107735567686205,3.6155281693254966,3.536744873417474,3.471982317738971,2.11848395424428
DNK,tCO2eq per capita,Total GHG emissions (excluding LULUCF) per capita,9.282171396471146,8.770343190313053,9.073733248770516,8.617189630510426,8.566879003724088,7.799063486688789,4.408467012849735
DOM,tCO2eq per capita,Total GHG emissions (excluding LULUCF) per capita,3.609632533248298,3.8002729893670044,3.8952832500184167,3.78638194799332,3.9598144044581294,4.201500943688852,2.6818802055138673
DZA,tCO2eq per capita,Total GHG emissions (excluding LULUCF) per capita,6.380760531364809,6.516904581973956,6.452843327258063,6.392525480753615,6.51548487475547,6.48162618583659,3.727924356736509
ECU,tCO2eq per capita,Total GHG emissions (excluding LULUCF) per capita,4.652682315774138,4.447886070773283,4.291011838554771,4.114032589715703,4.121714767784965,3.99902983739923,1.8862170149849287
EGY,tCO2eq per capita,Total GHG emissions (excluding LULUCF) per capita,3.6982925974339205,3.6738988799778767,3.7040260392004107,3.7943041119254466,4.127771420106124,3.9006110324764065,2.633967462213074
ERI,tCO2eq per capita,Total GHG emissions (excluding LULUCF) per capita,,,,,,,
ESP,tCO2eq per capita,Total GHG emissions (excluding LULUCF) per capita,7.360900817016553,7.592098007177204,7.391515879391091,7.6799620163349465,7.520300982188803,7.048846231533588,4.5361320402355245
EST,tCO2eq per capita,Total GHG emissions (excluding LULUCF) per capita,20.27093888833399,18.679748754428097,18.423633061689937,19.188993976304552,19.17210156809536,15.75697249482347,10.808777738121474
ETH,tCO2eq per capita,Total GHG emissions (excluding LULUCF) per capita,1.4160274486966944,1.4132251980018373,1.4346329568344247,1.4483706568834454,1.4346417050137055,1.4343258269233998,0.14795398881226587
FIN,tCO2eq per capita,Total GHG emissions (excluding LULUCF) per capita,15.021457961872096,14.370747725232324,14.112168522869075,13.658444977652467,13.936718450031861,13.393193850328872,7.3612664444511955
FJI,tCO2eq per capita,Total GHG emissions (excluding LULUCF) per capita,3.8058299135377,3.7931827402766647,3.6173263272352547,3.7479803309484194,3.8262928198553463,3.8757914061508725,2.6550722386786014
FRA,tCO2eq per capita,Total GHG emissions (excluding LULUCF) per capita,6.892121761048709,6.9508986972839795,6.952989392487009,6.978231902335127,6.780126965485195,6.638799342170162,4.155403062739414
FSM,tCO2eq per capita,Total GHG emissions (excluding LULUCF) per capita,0.410707471927981,0.4105953138234483,0.4163620017279862,0.41924887087959006,0.4213382276012074,0.42412254390164394,
GAB,tCO2eq per capita,Total GHG emissions (excluding LULUCF) per capita,11.073088645385049,11.154099713090893,10.874190424213177,9.78922177609729,9.353710026073538,9.316718951182422,2.671591225702332
GBR,tCO2eq per capita,Total GHG emissions (excluding LULUCF) per capita,8.16040252957147,7.867832464108981,7.469459901733677,7.224379849581417,7.038069011730814,6.74437083912017,4.6675220312555945
GEO,tCO2eq per capita,Total GHG emissions (excluding LULUCF) per capita,4.327651107548394,4.380978603920085,4.516841347443665,4.496516706416624,4.468950710940068,4.528400630671629,2.805442637356088
GHA,tCO2eq per capita,Total GHG emissions (excluding LULUCF) per capita,1.1881468205592907,1.2131215472414056,1.1610704258623892,1.2529387172499291,1.3065855074661603,1.3183399160063471,0.5316682470876192
GIN,tCO2eq per capita,Total GHG emissions (excluding LULUCF) per capita,1.8969498399064832,1.9508858103872642,1.982647691731793,2.0108844367719088,2.0431604352147508,2.0512788946734717,0.21124616098389437
GMB,tCO2eq per capita,Total GHG emissions (excluding LULUCF) per capita,0.9868682686025995,0.9841305436612238,0.9472384138209158,0.9409575593056145,0.9410234567883663,0.9271787781052574,0.21414223417405148
GNB,tCO2eq per capita,Total GHG emissions (excluding LULUCF) per capita,1.576712650257883,1.6192726078129431,1.6639156393768295,1.6198762474607609,1.5725937484594814,1.5631317740201685,0.14715904431813448
GNQ,tCO2eq per capita,Total GHG emissions (excluding LULUCF) per capita,15.987699459201815,14.672027687140663,13.498749811991052,12.239778193905188,11.816575344465553,10.899781192106754,3.0478085910398187
GRC,tCO2eq per capita,Total GHG emissions (excluding LULUCF) per capita,8.861821588788453,8.753702246885952,8.773593875092091,8.833625967839673,8.700669514355976,9.001263820420343,5.245551599309419
GRD,tCO2eq per capita,Total GHG emissions (excluding LULUCF) per capita,3.1566637878172634,3.1895382078693104,3.164720352596973,2.6349666730315495,2.5680884813098372,2.511718923024589,1.6400503215456943
GTM,tCO2eq per capita,Total GHG emissions (excluding LULUCF) per capita,2.2640764525088204,2.405090071593049,2.467812826311294,2.431701055474533,2.5385795703106693,2.7116800680070003,1.163633750507835
GUY,tCO2eq per capita,Total GHG emissions (excluding LULUCF) per capita,7.197469853523384,7.257958341911281,7.177227892219356,6.646888901063959,6.5122010441177025,6.438976103610871,1.9265695129036726
HND,tCO2eq per capita,Total GHG emissions (excluding LULUCF) per capita,2.3281961676481218,2.4395860480435214,2.3720267357013864,2.3870140826115893,2.4574263417905122,2.559900604385707,1.0733000508450208
HRV,tCO2eq per capita,Total GHG emissions (excluding LULUCF) per capita,6.147286353588592,6.357904880597696,6.478708577933948,6.640636388537267,6.3653644265790055,6.503848158058059,4.372251455992075
HTI,tCO2eq per capita,Total GHG emissions (excluding LULUCF) per capita,1.2554232023990504,1.2788608231786334,1.281441320249233,1.2777128117381251,1.2637232065936521,1.2513333702434297,0.26397374293939774
HUN,tCO2eq per capita,Total GHG emissions (excluding LULUCF) per capita,6.253049812535752,6.526294397814371,6.639706105902748,6.931743904197257,6.928720144181962,6.958367195396114,5.067120707868157
IDN,tCO2eq per capita,Total GHG emissions (excluding LULUCF) per capita,3.8069433843314053,3.7660201268842273,3.7702549022618776,4.003945652574958,4.164035798398202,4.298843619508795,2.077579654573965
IND,tCO2eq per capita,Total GHG emissions (excluding LULUCF) per capita,2.5671499251488554,2.557821530592603,2.5723324382162636,2.6373730937033004,2.7127221432896755,2.7181976806886574,1.7476269761541376
IRL,tCO2eq per capita,Total GHG emissions (excluding LULUCF) per capita,13.816829399688261,14.133793880241354,14.649944714200155,14.3663166614126,14.124028107278834,13.61551454840181,6.548357062669962
IRN,tCO2eq per capita,Total GHG emissions (excluding LULUCF) per capita,11.078932007341205,10.920028587794345,11.364350027182521,11.609675133336822,11.76217495295244,11.81435008508767,8.217842419030081
IRQ,tCO2eq per capita,Total GHG emissions (excluding LULUCF) per capita,8.67380724940049,8.512307011260935,9.508278396806697,9.351462788341768,9.80879295528465,10.091811996606241,4.756059081653869
ISL,tCO2eq per capita,Total GHG emissions (excluding LULUCF) per capita,14.510649492558969,14.870323691259493,14.49592830707959,14.86218781899027,14.15843146809864,13.17282003485072,8.648330814816228
ISR,tCO2eq per capita,Total GHG emissions (excluding LULUCF) per capita,10.443920798610586,10.755981392834931,10.608937724108472,10.426179363363593,9.97244102571779,10.044995475994918,6.773761462753524
ITA,tCO2eq per capita,Total GHG emissions (excluding LULUCF) per capita,6.993465459439794,7.163516362837589,7.111437364232811,7.068558886265191,6.986826693500817,6.912797057188944,5.001752418097455
JAM,tCO2eq per capita,Total GHG emissions (excluding LULUCF) per capita,3.180255639800747,3.1117919424989893,3.2773423936220385,3.0713644652235588,3.53562092289699,3.505515507774201,2.6616439073815976
JOR,tCO2eq per capita,Total GHG emissions (excluding LULUCF) per capita,3.784962903344073,3.6622169161541165,3.6507784321878156,3.7836303275544045,3.61033784193155,3.6336576422726794,2.595516303986714
JPN,tCO2eq per capita,Total GHG emissions (excluding LULUCF) per capita,10.899317275903076,10.574739383366575,10.510088870661425,10.42171596720065,10.071515408801611,9.80272690709719,8.437761761275016
KAZ,tCO2eq per capita,Total GHG emissions (excluding LULUCF) per capita,19.925453924793583,20.450020825562344,20.69733990114676,20.91122140272171,20.58618559725706,20.005398002151704,14.241865568100144
KEN,tCO2eq per capita,Total GHG emissions (excluding LULUCF) per capita,1.8314290448380335,1.8537455431843615,1.951545975984929,1.832680927459919,1.8312619051453352,1.8268786480565558,0.30524755492878164
KGZ,tCO2eq per capita,Total GHG emissions (excluding LULUCF) per capita,3.2606205070242487,3.3535753237657167,3.2149936768303315,3.1580140008888065,3.4436695846968117,3.3353086744563365,1.7412339108469734
KHM,tCO2eq per capita,Total GHG emissions (excluding LULUCF) per capita,2.3736010329492823,2.4430672102160655,2.5619721741620887,2.6736433036820273,2.6637652470914244,2.8560633872391192,0.9462051466564539
KIR,tCO2eq per capita,Total GHG emissions (excluding LULUCF) per capita,0.7549468669994606,0.8023145949191811,0.8088526067315981,0.8171280915175246,0.8255920908685969,0.8347812794299707,0.5330025189625438
KNA,tCO2eq per capita,Total GHG emissions (excluding LULUCF) per capita,5.875837999276429,5.848160320166394,5.773423813053129,4.164619475264817,4.050578317605363,3.94969341449294,2.604914055497067
KOR,tCO2eq per capita,Total GHG emissions (excluding LULUCF) per capita,13.83456084268596,14.099935396749409,14.354387339858757,14.566682877514838,14.776878020575978,14.345377595296492,11.989071658692291
KWT,tCO2eq per capita,Total GHG emissions (excluding LULUCF) per capita,36.94264197273707,38.25396371174315,38.41078436858185,36.23224126144036,35.723311869750255,35.14553211484991,21.068501130178856
LAO,tCO2eq per capita,Total GHG emissions (excluding LULUCF) per capita,2.709729940366094,3.8519158366905697,5.208839581498011,5.4094416680009045,5.335548570295282,7.862145698824569,5.750626369586049
LBN,tCO2eq per capita,Total GHG emissions (excluding LULUCF) per capita,4.933703568742188,5.072713873721524,5.133185125180343,5.3175580227007675,5.096707032082068,5.145922970062177,3.9220109027898853
LBR,tCO2eq per capita,Total GHG emissions (excluding LULUCF) per capita,0.85669779562196,0.8652527582037279,0.9103289545868918,0.8928523883171025,0.8979604390225849,0.8939193606319673,0.24940289148555744
LBY,tCO2eq per capita,Total GHG emissions (excluding LULUCF) per capita,12.661861986327262,11.298627006104203,10.721023906502058,12.500224744001914,12.35820598235814,12.599192508940408,7.655908175717301
LCA,tCO2eq per capita,Total GHG emissions (excluding LULUCF) per capita,3.4105128678512333,3.3556499814783036,3.294210729568289,2.8865086267403495,2.8287896905758423,2.7720338206435082,1.5743914482080719
LKA,tCO2eq per capita,Total GHG emissions (excluding LULUCF) per capita,1.7563935770799404,1.9388107747747734,2.003526414086167,1.970141792655148,1.9749588151903092,2.075740521829381,1.0827925872110498
LSO,tCO2eq per capita,Total GHG emissions (excluding LULUCF) per capita,1.347120245348499,1.3270227941013428,1.3226682171832749,1.4097235589520505,1.3868854776803123,1.40855371785131,0.30478347047872983
LTU,tCO2eq per capita,Total GHG emissions (excluding LULUCF) per capita,7.817160045593884,8.177665284264227,8.214998804527948,8.403870147947444,8.389729780941789,8.309765650521431,4.847828557114156
LUX,tCO2eq per capita,Total GHG emissions (excluding LULUCF) per capita,19.49980706419087,18.111729668642422,17.276289560377755,17.102164166775108,17.263269459650466,17.10410468908953,12.686699707178876
LVA,tCO2eq per capita,Total GHG emissions (excluding LULUCF) per capita,6.13391310730461,6.31327442027593,6.327271784566456,6.29149766796825,6.585648607969493,6.843815096241448,3.9179683964684133
MAR,tCO2eq per capita,Total GHG emissions (excluding LULUCF) per capita,2.750410477493246,2.7869851907770244,2.7603346223482736,2.8505257521677776,2.859874355308845,3.013589591463983,1.835566488370888
MDA,tCO2eq per capita,Total GHG emissions (excluding LULUCF) per capita,4.017413113075132,4.145931141617834,4.2827473018553475,4.342664049782262,4.6231701753052015,4.56465951007552,3.2385274538172752
MDG,tCO2eq per capita,Total GHG emissions (excluding LULUCF) per capita,1.3591402087508901,1.3330642978965574,1.3264179996792849,1.271037024134363,1.2928637689582787,1.2674745797042013,0.15353606766872682
MDV,tCO2eq per capita,Total GHG emissions (excluding LULUCF) per capita,4.86703825187514,3.739997049951023,3.627055597947425,3.6334150773434217,3.5990882173003893,3.602843589712274,3.0826978333043495
MEX,tCO2eq per capita,Total GHG emissions (excluding LULUCF) per capita,6.511373474255528,6.494855158814728,6.498752747154684,6.453347123410225,6.413309777446819,6.222601310352787,3.1620755958262987
MHL,tCO2eq per capita,Total GHG emissions (excluding LULUCF) per capita,0.037434060524981196,0.03735370729754195,0.037245477192800094,0.0370976619985186,0.03691814887351914,0.03677779969723257,
MKD,tCO2eq per capita,Total GHG emissions (excluding LULUCF) per capita,5.344815989890546,5.142349140170687,4.921667627299046,5.284233459475093,5.002277425162688,5.511189475871265,3.7148929831336654
MLI,tCO2eq per capita,Total GHG emissions (excluding LULUCF) per capita,1.8816171067655165,1.9211939113530472,1.9813581582378577,2.0406915577048266,2.0870802551246728,2.1235907052604426,0.17195260738397244
MLT,tCO2eq per capita,Total GHG emissions (excluding LULUCF) per capita,6.611118837407848,4.926621045975221,4.188603911292878,4.4384662933382115,4.331620529937229,4.230398954418088,3.0174230228085968
MMR,tCO2eq per capita,Total GHG emissions (excluding LULUCF) per capita,2.4441347946692336,2.511475336056505,2.6102232654023974,2.81466325430397,2.821990293764925,2.899933622149162,0.6930917463447849
MNG,tCO2eq per capita,Total GHG emissions (excluding LULUCF) per capita,16.51646359428681,15.816986045137844,17.91234718474413,19.582515520856976,20.237509251937155,25.73061262113854,11.661766332526815
MOZ,tCO2eq per capita,Total GHG emissions (excluding LULUCF) per capita,0.9501107571378158,0.9688398773064167,1.076093338293341,1.1230635952216423,1.1718585990775905,1.1668801174331471,0.3179210417943631
MRT,tCO2eq per capita,Total GHG emissions (excluding LULUCF) per capita,3.2807266086617957,3.2826277895306433,3.2831403392196816,3.2223842912499983,3.17551312663377,3.1298764365638183,0.5733794799157788
MUS,tCO2eq per capita,Total GHG emissions (excluding LULUCF) per capita,4.528881023566658,4.557070813674902,4.64410206947042,4.851362609660029,4.8440046097077145,4.7109508136374725,2.8666494065921913
MWI,tCO2eq per capita,Total GHG emissions (excluding LULUCF) per capita,0.6452872212970646,0.6568389460989573,0.672691850678877,0.6798336115840784,0.716454968836102,0.7299470417047703,0.07239672420867795
MYS,tCO2eq per capita,Total GHG emissions (excluding LULUCF) per capita,10.85636323406148,10.801273171516005,10.52636510066987,10.08486065291192,10.5041352170588,10.625144749480913,8.10020616682359
NAM,tCO2eq per capita,Total GHG emissions (excluding LULUCF) per capita,5.112416703047295,5.104635325026859,5.4261176822061,5.211834889377151,5.025665031378098,4.955390166525958,1.5793502951691436
NER,tCO2eq per capita,Total GHG emissions (excluding LULUCF) per capita,1.5655136647013526,1.5580436404018507,1.566327813657688,1.5792532743583718,1.596816290318053,1.5988408642639895,0.08932395716984382
NGA,tCO2eq per capita,Total GHG emissions (excluding LULUCF) per capita,2.285238113979648,2.189751678797749,2.101542891565844,2.0973538478483054,2.1359868410278238,2.0745369549651733,0.6156997446744666
NIC,tCO2eq per capita,Total GHG emissions (excluding LULUCF) per capita,2.987736398715784,3.14127003757339,3.1162016290989643,3.0928375035372047,3.031815206360155,3.089408098941823,0.7692994466919584
NLD,tCO2eq per capita,Total GHG emissions (excluding LULUCF) per capita,12.728228035129955,12.893628498860236,12.812098153283433,13.029928367537517,12.93084844105924,12.461374924036635,8.296010328556603
NOR,tCO2eq per capita,Total GHG emissions (excluding LULUCF) per capita,14.27605331165207,14.342553669140868,14.129594486432277,13.926357385163978,14.016012557546281,13.485933364096457,7.841228157859271
NPL,tCO2eq per capita,Total GHG emissions (excluding LULUCF) per capita,1.6648796989219719,1.654564576834313,1.7567178435688395,1.8619902487977822,1.8900362156090493,1.9925341906319718,0.6140689311299988
NRU,tCO2eq per capita,Total GHG emissions (excluding LULUCF) per capita,0.3218914390514141,0.3256409416714864,0.32909744860607215,0.3284720221045665,0.323564986046076,0.32650116373188404,
NZL,tCO2eq per capita,Total GHG emissions (excluding LULUCF) per capita,19.562778712859515,18.86414822817069,18.431397329935724,18.28237076529832,17.73895164854508,17.707959271668702,6.4973353602560815
OMN,tCO2eq per capita,Total GHG emissions (excluding LULUCF) per capita,27.64654682977996,27.48022694283161,26.747312305242232,26.18584621672491,26.01721715447324,25.701006191278438,17.046539531024617
PAK,tCO2eq per capita,Total GHG emissions (excluding LULUCF) per capita,2.2429133553269995,2.2484567045476043,2.341705189358214,2.4232101896989997,2.448375363339924,2.4235302036302975,0.982490448965383
PAN,tCO2eq per capita,Total GHG emissions (excluding LULUCF) per capita,4.567987404098263,4.34221143999103,4.323952449628727,4.093307745611874,3.914894509461156,4.072618249537023,2.1556610341506195
PER,tCO2eq per capita,Total GHG emissions (excluding LULUCF) per capita,3.027673499359529,3.0425128494632174,3.1018518721743065,2.9688443385358982,2.9375044639568926,2.939866830391398,1.34901318957695
PHL,tCO2eq per capita,Total GHG emissions (excluding LULUCF) per capita,1.9862942532820358,2.040673653712332,2.1310502660041095,2.251886521812016,2.283628859411814,2.3264846266001635,1.269912016478026
PLW,tCO2eq per capita,Total GHG emissions (excluding LULUCF) per capita,74.79131070561134,70.69883334134164,67.49517355950447,70.19200622302768,71.59170266520017,73.03814170012164,68.58280500145922
PNG,tCO2eq per capita,Total GHG emissions (excluding LULUCF) per capita,1.433502241901043,1.743522319266378,1.9216953941892214,1.8468604394089005,1.9947343071993342,2.0375628525792546,0.8110696930947007
POL,tCO2eq per capita,Total GHG emissions (excluding LULUCF) per capita,10.798895755014339,10.857692801240349,11.082698124572378,11.447298202551604,11.37013643920737,10.90395402442614,7.719514622150358
PRK,tCO2eq per capita,Total GHG emissions (excluding LULUCF) per capita,2.4585124773334983,2.2234509259277933,2.4185037728814573,2.01771681183635,1.8389942467309277,2.3968014335916576,1.2508168995964322
PRT,tCO2eq per capita,Total GHG emissions (excluding LULUCF) per capita,6.2532439755171145,6.636505872167764,6.5713730063294085,7.152636089222644,6.852914784828247,6.355987544248771,3.926632627439757
PRY,tCO2eq per capita,Total GHG emissions (excluding LULUCF) per capita,6.503881502236828,6.358443901385701,6.36905063284674,6.462455711132628,6.389867715807304,6.283437473271093,1.0986922751954775
QAT,tCO2eq per capita,Total GHG emissions (excluding LULUCF) per capita,73.3116684150393,71.75712373916498,70.65930885403603,69.12265841594088,69.24871222370638,70.12823331666873,34.53144770768398
ROU,tCO2eq per capita,Total GHG emissions (excluding LULUCF) per capita,5.822479030847839,5.886057279127734,5.867620413274778,6.111991582046602,6.181538442699665,6.165690437974095,3.9359877505715644
RUS,tCO2eq per capita,Total GHG emissions (excluding LULUCF) per capita,15.795452125709616,15.854931459517475,15.69462722116912,16.00716813240332,16.419462685746197,16.378990056781543,11.618186079949991
RWA,tCO2eq per capita,Total GHG emissions (excluding LULUCF) per capita,0.5411777966134016,0.5816341244396682,0.5670957578719853,0.5620831287782114,0.5610162197396937,0.5606164395913166,0.07826051636442864
SAU,tCO2eq per capita,Total GHG emissions (excluding LULUCF) per capita,23.941204259940204,24.378150690343134,23.998035540351868,23.79557238900736,22.9083522066085,22.567247445049656,16.913213740203005
SDN,tCO2eq per capita,Total GHG emissions (excluding LULUCF) per capita,3.3546096122920375,3.3579578011283355,3.3777512064019275,3.284362426878791,3.242091738844643,3.2057039754952426,0.45499346986605405
SEN,tCO2eq per capita,Total GHG emissions (excluding LULUCF) per capita,1.570827886864239,1.6341829293704064,1.6563369985841876,1.6427956363450764,1.63707484450343,1.6007374166416406,0.6008952079816984
SGP,tCO2eq per capita,Total GHG emissions (excluding LULUCF) per capita,12.00125167104303,12.20493400723412,11.910562459045297,12.678774584202834,12.712996784319781,12.531634990459972,9.868016409385687
