country,unit,variable,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
AFG,MtCO2eq,GHG emissions from residential buildings,0.153939095,0.1583775603,0.1573284626,0.16735281400000002,0.1714621867,0.1852488801,0.19872293729999999,0.2050845805,0.2571464702,0.35840313679999997,0.3500774972,0.3457116392,0.3077031411,0.2782405221,0.251156744,0.2672105434,0.24495611109999998,0.2774119637,0.280442216,0.28662337239999996,0.10943142299999999
AGO,MtCO2eq,GHG emissions from residential buildings,1.463872306,1.5572711689999998,1.639372492,1.685002117,1.696352168,1.57485009,1.944783506,2.0892628859999998,2.316149528,2.526444044,2.569318321,2.702982341,3.057617194,3.399062739,3.294166447,3.210639927,3.06680546,3.043363827,3.033117999,2.9868257259999997,1.301883
ALB,MtCO2eq,GHG emissions from residential buildings,0.1717453341,0.1804198458,0.6118803446,0.2607520302,0.3609869829,0.2911454037,0.2725001081,0.2098952526,0.23223499679999998,0.2789131082,0.28768339179999997,0.299816134,0.27251348340000003,0.2751073064,0.2943391272,0.2972929378,0.299933833,0.324447683,0.29106905,0.2964310269,0.22331199999999998
ARE,MtCO2eq,GHG emissions from residential buildings,0.3231440284,0.46978623979999995,0.11671844349999999,0.12266569969999999,0.1286751182,0.13164874629999998,0.13164874629999998,0.1705555608,0.299230679,0.487752333,0.5475988688000001,0.676273987,0.5505714969,0.8767523157,0.8827617341999999,0.9725310379,1.0203577369999999,1.009670308,0.9225859020999999,0.8854303548,0.718204
ARG,MtCO2eq,GHG emissions from residential buildings,17.082045089999998,16.35716731,15.100891559999999,15.979349779999998,16.371537019999998,17.660905989999996,19.818983789999997,21.14911455,21.01199403,20.9123275,22.60577441,21.98275423,23.28828677,24.3179885,23.61888648,23.816163409999998,25.083165440000002,22.40973746,22.229904389999998,21.083618969999996,19.6756193
ARM,MtCO2eq,GHG emissions from residential buildings,0.29290193379999996,0.32429549719999995,0.383214163,0.47110053139999997,0.6171941642,0.6923004344999999,0.7115534143,1.0227419629999999,1.1291667399999998,1.056048212,0.9017366581999999,1.040744736,1.16545701,1.149289121,1.242571462,0.8926963283999999,1.217400098,1.301738951,1.3621066899999998,1.296700134,1.340892573
ATG,MtCO2eq,GHG emissions from residential buildings,0.03509236069,0.03335278818,0.03575750912,0.03910475166999999,0.035531161619999994,0.03568846923,0.03285779441,0.03092381095,0.03170468963,0.03468160837,0.01475963789,0.01872718412,0.02331867335,0.02616712478,0.026662605179999996,0.029881612909999997,0.033750622609999996,0.03263331242,0.03169070534,0.03093181376,0.026651335999999998
AUS,MtCO2eq,GHG emissions from residential buildings,7.731107520999999,7.878098164,8.082144391,8.069008306999999,7.893571804,7.893500446999999,7.992891059999999,8.254768289,8.272184712,8.703176094,8.797041389,9.012896012,9.130153198999999,9.353823156999999,9.535020508999999,9.664009227,9.917014942,9.782244724,10.076012819999999,11.6142798,10.68929782
AUT,MtCO2eq,GHG emissions from residential buildings,9.568198955,9.794385578,9.209903691,9.270515944,8.919598202,9.074202163,8.730765918,7.692963065999999,7.853011883,7.627882134999999,8.345157132,7.32943492,7.258677303,7.501964978,6.45140095,6.959330785,7.198927218999999,7.330905356,7.1488396419999996,7.344882180999999,6.147494044999999
AZE,MtCO2eq,GHG emissions from residential buildings,3.3347441019999997,3.950497268,4.541579898,5.0782585849999995,5.526259724999999,5.6677193159999995,5.6938806689999995,5.235239408,6.428364963,5.757379393,5.924550463,5.951498791,4.9104409879999995,4.723540323,5.232896627,5.549649013,6.368241748999999,5.641404317999999,5.849901301,6.372884491999999,6.398985562
BDI,MtCO2eq,GHG emissions from residential buildings,0.6117793261,0.8789538186999999,0.8932570907999999,0.9086361472999999,0.9302935925,0.9137900269,0.9339378320999999,0.9604130263,0.9683312140999999,0.9890019905999999,1.008069052,1.024950523,0.6418116033,0.6669130185,0.6496648373999999,0.6575184418,0.6701817597999999,0.6694133615999999,0.6700283561,0.6705984666,0.010805542
BEL,MtCO2eq,GHG emissions from residential buildings,20.426449690000002,21.217850829999996,19.216580909999998,20.58315023,20.78616642,20.781626579999998,18.731215579999997,16.590141789999997,19.05001673,17.61891189,19.733748379999998,16.0875314,16.57423958,18.38470089,14.61000697,16.65096063,16.367719689999998,16.1298861,16.329587019999998,16.089099689999998,13.39626088
BEN,MtCO2eq,GHG emissions from residential buildings,0.6324661778999999,0.8770253842,0.980520977,1.0712284099999998,1.2016391100000001,1.307363995,1.4708840460000001,1.517344482,1.5579456059999999,1.601626827,1.552671381,1.299289108,0.9976836093999999,0.7165941758,0.6055959006,0.5554426544,0.5856984442,0.5866436908,0.5980683535,0.6114408009,0.09496139999999999
BFA,MtCO2eq,GHG emissions from residential buildings,0.8735438214,0.882657317,0.7378065867,0.7641671740999999,0.9551575023,1.187843169,1.247169168,1.330798171,1.431826831,1.4474828489999998,1.4709936419999998,1.515234072,1.575436689,1.6044933989999999,1.5739003919999999,1.6309744449999999,1.645115774,1.71385131,1.722892442,1.732535459,0.16588110999999997
BGD,MtCO2eq,GHG emissions from residential buildings,7.64930973,8.087114238,8.582851273,9.232549542,9.654993637,9.438413580999999,9.616975426,9.872283795,10.06036518,10.16423352,10.867543679999999,11.283425029999998,11.316464369999998,11.262286199999998,11.89953937,12.71946924,13.90689397,14.54875913,14.68518484,15.82385425,10.0766708
