category,country,unit,variable,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Road [Transport],AFG,MtCO2eq,GHG emissions from road transport,0.1186340425,0.110718682,0.08901702177,0.1290315332,0.1179299764,0.18998471599999997,0.2564717419,0.21839157389999997,0.7356739821,1.533975097,2.195361412,4.331333252,3.563199972,2.2432726869999997,1.652825888,2.2895952999999998,1.508668814,2.055391818,2.114694262,2.181037692,2.096634679
Road [Transport],AGO,MtCO2eq,GHG emissions from road transport,1.085105446,1.216289646,1.491909374,1.43850436,2.3332735589999998,1.698573943,2.614394692,3.222197307,4.238967194,5.089371730999999,5.7852647159999995,6.453381295,6.588774544,7.523567989,7.7801929,7.854263025,7.808311036,6.607117475999999,6.564090994,6.286952814,5.4368133
Road [Transport],ALB,MtCO2eq,GHG emissions from road transport,1.319036455,1.39474653,1.5670133729999998,1.763347901,2.143274082,2.2089241069999996,1.748222663,1.9153913949999999,2.038984557,2.281760188,2.213630958,2.29001509,2.2016613769999998,2.3627885479999997,2.372582214,2.347099196,2.195836194,2.2023422489999995,1.9365280349999998,1.964853935,1.770065462
Road [Transport],ARE,MtCO2eq,GHG emissions from road transport,15.01640622,16.46765888,18.97749421,21.0865214,21.2824082,22.43221182,23.542105269999997,24.16157151,25.68504423,28.35194382,29.56684167,29.56830257,30.30076198,34.198726689999994,35.00362113,30.09676656,33.85844478,39.94148346,36.49666295,35.0291444,28.2643923
Road [Transport],ARG,MtCO2eq,GHG emissions from road transport,36.91829892,33.57193259,31.502839559999998,32.2218315,34.40616318,36.13006699,37.92049013,38.74779398,40.881624959999996,36.754550200000004,39.36155304,44.998604719999996,44.44178022,41.54287178,40.92379414,42.461231229999996,41.900603579999995,42.703185909999995,40.99869664,37.33050855,33.2360366
Road [Transport],ARM,MtCO2eq,GHG emissions from road transport,0.5771229961,0.5735697815,0.5484190575,0.5909980341000001,0.6138136907,0.682362601,0.6782445910999999,1.0962852669999998,1.303091788,1.182493396,1.309156174,1.346940353,1.357541973,1.3342993619999999,1.4976608004564,1.51290614263,1.640456415182,1.7354226750974,1.7597232578069997,1.6645814461744999,1.6099175879999998
Road [Transport],ATG,MtCO2eq,GHG emissions from road transport,0.12563862779999999,0.1257876533,0.1165021404,0.1333163012,0.1447347601,0.15193672119999999,0.15414813209999997,0.1571511001,0.1596979978,0.1877030374,0.1870106386,0.1854108912,0.20348720869999998,0.215159035,0.2226774843,0.21712921189999998,0.21174008879999998,0.20386752079999998,0.1979786988,0.19323275809999998,0.16502706849999998
Road [Transport],AUS,MtCO2eq,GHG emissions from road transport,66.82931897,65.29116499,68.51716237000001,68.72764081,72.25835151,71.97258486,72.27797839,73.1428165,73.65872506999999,72.79199318,75.40100334,76.88411945,77.37207683,78.27470149999999,78.31374342,80.00064347,80.80679962,82.83833556999998,84.82444676,84.15829896114,72.25034101
Road [Transport],AUT,MtCO2eq,GHG emissions from road transport,18.199273532409002,19.541518750734,21.667045083250997,23.15878390684,23.469021203213998,24.168142754586,22.891006056955998,23.051452911416,22.033400919427,21.225141810272,22.021725985855998,21.120660320455,21.179681761992,22.225651423226,21.988850530913,22.49736979126,23.195573606363997,23.772783748195,23.613918232807,24.513637402349,21.07341105
Road [Transport],AZE,MtCO2eq,GHG emissions from road transport,2.167923912,2.352967218,2.5690320499999997,2.752377411,3.330234264,3.645065577,4.537752424,3.4994153769999996,4.496459495,3.9966756660000002,4.618486598,5.409414368999999,5.990423688,6.74290903,6.977827563,6.353727042999999,5.787116469999999,6.479068292,6.111901748999999,6.094168377999999,5.29622254
Road [Transport],BDI,MtCO2eq,GHG emissions from road transport,0.1258046428,0.09690143805,0.08962373452,0.07180777899999999,0.08879565252,0.07239526631,0.09040816086,0.1517046857,0.08786060452,0.08758541155,0.0962910136,0.1149406044,0.10637048179999999,0.13229898329999998,0.1056945605,0.17455293759999999,0.2182955851,0.11230104029999999,0.11806611049999999,0.12316953079999998,0.100531758
Road [Transport],BEL,MtCO2eq,GHG emissions from road transport,23.68437881,24.56230755,24.594198249999998,25.146884079999996,26.202360249999998,25.481949559999997,26.11678898,26.932281179999997,27.01846741,26.2641231,25.360595859999997,25.013381069999998,24.2524755,23.774843884408998,24.099960630456398,25.766819671889998,25.47379660591,24.873508412779,24.616321355439997,23.059930001139996,15.95634088
Road [Transport],BEN,MtCO2eq,GHG emissions from road transport,0.9335438478,1.0004690479999998,1.1915079739999999,1.392034709,1.424032381,1.569800366,1.994312985,2.468624764,2.487327075,2.8494831819999997,3.2142841239999997,3.329441013,3.463874635,3.8921871839999995,4.122014692,4.637165114,5.888268725,6.0767955250000005,6.810413178,6.8707910629999995,6.0371412
Road [Transport],BFA,MtCO2eq,GHG emissions from road transport,0.37567246019999995,0.42533911080000003,0.4535933873,0.5050062232,0.4410621984,0.479720183,0.47866093519999997,0.677305672,0.7386470211999999,0.7098337544,0.7385300005,0.8548014052999999,1.05681631,1.353423969,1.2337929799999998,1.651298796,1.394406318,1.651090284,1.735846863,1.751074894,1.543312
Road [Transport],BGD,MtCO2eq,GHG emissions from road transport,2.270572773,2.7542411579999997,2.783123572,2.888284153,2.872921633,3.546437218,3.7379615449999997,3.869444219,4.521120563,4.896965216,5.984396003,6.695637331,6.776708917,6.468312571,6.967475374999999,7.302982451999999,7.729919853,8.637205055999999,9.673432562,9.921885397999999,8.827870599999999
