category,country,unit,variable,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Chemicals [Industry],AFG,MtCO2eq,GHG emissions from the chemicals industry,0.12281899129999999,0.11683029279999999,0.1205962869,0.1247702,0.1292862343,0.13478144709999998,0.13755100299999998,0.14210571319999998,0.1447133491,0.1506745002,0.16429653419999998,0.1651817836,0.2273422309,0.2918602461,0.254226811,0.212685526,0.22191232939999997,0.2215392554,0.2338004057,0.23812761459999998,0.24436892
Chemicals [Industry],AGO,MtCO2eq,GHG emissions from the chemicals industry,0.1328499395,0.13694013449999998,0.14137501749999998,0.1461081925,0.1510575295,0.1561639445,0.16138143,0.16674158949999998,0.1733276225,0.178889872,0.186794977,0.1903076775,0.1950292925,0.864478252,0.8603801775,0.8882671295,0.8771195919999999,0.8532733175,0.8439784275,0.8430550446,0.6529205
Chemicals [Industry],ALB,MtCO2eq,GHG emissions from the chemicals industry,0.145656413639,0.15502141138899997,0.1769917164,0.180215584993,0.170262238638,0.15513603439499998,0.209396361037,0.20799607250799998,0.1991111108,0.1404913554,0.1172717764,0.1046855471,0.1074894455,0.10752086169999998,0.1044701135,0.09798599238,0.09202779283,0.0996136362,0.09690540344,0.09730376242,0.08689513499999998
Chemicals [Industry],ARE,MtCO2eq,GHG emissions from the chemicals industry,2.538196177,2.8501612940000003,3.095446214,3.509082048,3.6485667719999997,4.295583715999999,4.662022696999999,4.987073218999999,5.205985596,5.634245341,5.912843666,6.382515349,6.618897536,7.521772724999999,8.163233473,7.986864368999999,8.031414641,8.05168432,8.207808557,8.077276660999999,7.7081701339999995
Chemicals [Industry],ARG,MtCO2eq,GHG emissions from the chemicals industry,2.738750228,3.8780530049999995,4.073228671,4.847814659,5.207969894,5.4771900669999996,6.064239913,5.402363890999999,6.008578653,5.65456396,5.903516408,5.835611633,5.930464675,6.375531671,6.7637397130000005,11.942408884999999,11.719987967,11.801821952,11.300624697999998,10.889462543,6.039961729
Chemicals [Industry],ARM,MtCO2eq,GHG emissions from the chemicals industry,0.23052323748,0.22167920922999998,0.17436164566,0.16348238157999997,0.16743411974999997,0.17343274326000002,0.17907427666999998,0.19866092573000002,0.18323037395,0.15689632642999998,0.16031025638,0.15876677522000002,0.16588832665,0.16635865747,0.16584246602599997,0.14914493761999997,0.144549908246,0.14633294399199998,0.150174388111,0.14979563492399997,0.13765383429999997
Chemicals [Industry],ATG,MtCO2eq,GHG emissions from the chemicals industry,0.002077361897,0.002108201202,0.0021359118790000003,0.0021615879839999995,0.002186882705,0.002212974569,0.0022386711759999995,0.002264569336,0.002290377328,0.002297745589,0.0023057808369999996,0.002312703781,0.002319820625,0.002330542342,0.002341312341,0.0023522364859999995,0.002365424047,0.002376702145,0.002388365521,0.002411795227,0.0024352015399999997
Chemicals [Industry],AUS,MtCO2eq,GHG emissions from the chemicals industry,17.004968339999998,18.258902988000003,18.625135131,20.587270634,20.605779314999996,20.177152113,21.608143864,21.83453062,22.647882929,21.02246983,21.569941037,20.835314022,20.650830361999997,20.855515932999996,20.901293914,21.295710909,20.598832653,20.299709084999996,20.054391992000003,20.679055882,13.449428029999998
Chemicals [Industry],AUT,MtCO2eq,GHG emissions from the chemicals industry,6.4278552795,6.9249436838,7.1575849362,7.6387494294,6.9969360971,6.814271226,6.780875571899999,6.576864316999999,6.4706322443,6.0423032052,6.549086018,6.533297658,6.4876752396,6.420703284600001,6.3724475413,6.5418592444999994,6.5661645596,6.6246020608,6.301996927999999,6.3690448571,5.049131307
Chemicals [Industry],AZE,MtCO2eq,GHG emissions from the chemicals industry,1.5726823318,1.6692315241,1.8692723492,2.0081118445,1.6950974983999998,1.6934794271,1.9633830037,1.0806575547,1.2828842612999998,0.927404008,0.8606407633,0.9675441617999999,0.9914206949,0.9760479355999999,0.9823379770999999,1.0020358341,1.2425572752999998,0.7841984117999999,1.1415528531999999,1.4026158281999999,0.6357169479999999
Chemicals [Industry],BDI,MtCO2eq,GHG emissions from the chemicals industry,0.021652948069999997,0.021923466739999998,0.02251961868,0.02319928542,0.02396169005,0.02480039189,0.02559449347,0.02660322954,0.02781547836,0.02871894307,0.0279694136,0.03352190813,0.0368495077,0.04268310710999999,0.0418104299,0.042663256059999995,0.04578484165,0.04946747124,0.05378212752,0.05675741077,0.05990883941999999
Chemicals [Industry],BEL,MtCO2eq,GHG emissions from the chemicals industry,21.636497328,21.060284219999996,21.126229625999997,21.090793354000002,21.386715533,21.316095401,21.168325139,21.903867165,21.231945561999996,22.011411844,24.146345052999997,22.943857901,22.815022589999995,23.386669932,22.768052554,22.704133941,22.427407675,21.504599204999998,21.315057049999997,21.139538314,12.00587475
Chemicals [Industry],BEN,MtCO2eq,GHG emissions from the chemicals industry,0.038712967839999994,0.039998370869999994,0.04122525617,0.04257931601,0.04401027205,0.045376802009999995,0.04677359197,0.04817731861999999,0.04959085712,0.04972810697999999,0.049880720329999996,0.05003336205,0.05018908430999999,0.05030877691,0.050545308729999995,0.05069206904,0.05080322395,0.05091780777,0.05109041427,0.0533424759445,0.05363655661
Chemicals [Industry],BFA,MtCO2eq,GHG emissions from the chemicals industry,0.055771313829999995,0.05749692301,0.05934567439,0.06129657226,0.0635131762,0.06530477164,0.06729786483999999,0.0692942882,0.07138415808,0.07158375651,0.07202523016000001,0.07214391504,0.07250074805,0.07283270691999999,0.07291334119000001,0.0731088012,0.07351439325999999,0.07380532275999999,0.07410454621,0.07600252273,0.077891569
